name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Francisca	taxe		9ta	hax	9ta	0		1	1	15	38	0	0	0	0	18	46	0	10	45	54	32	40	27	0	34	24	13500	50534	0	318		tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	1	1	1	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	2	0	xxx	xxx	1	0
Hurlbat	taxe		9b8	hax	9b8	0		1	1	25	50	0	0	0	0	30	60	0	10	58	68	53	66	29	0	41	27	16500	61622	0	318		bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	1	1	1	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Flying Axe	taxe		7ta	hax	7ta	100		1	1	35	78	0	0	0	0	42	94	0	10	71	82	80	100	31	0	56	46	34500	97170	0	318		tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	1	1	1	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	2	0	xxx	xxx	1	0
Winged Axe	taxe		7b8	hax	7b8	100		1	1	46	110	0	0	0	0	56	132	0	10	84	96	114	142	33	0	80	67	37500	140178	0	318		bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	1	1	1	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Javelin	jave		jav	jav	jav	0		1	1	3	7	0	0	0	0	3	7	2	10	11	22	0	5	2	0	1	0	3600	6744	0	328		jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	1	1	1	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	0	0	3	0	0	0	0	255	0	0	0	0	20	2	3	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	glv	glv	1	0
Pilum	jave		pil	pil	pil	0		1	1	6	14	0	0	0	0	6	14	2	0	15	29	0	10	3	0	10	0	5400	17202	0	328		pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	1	1	1	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			371	7	0	0	3	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	tsp	tsp	1	0
Short Spear	jave		ssp	jav	ssp	0		1	1	5	20	0	0	0	0	5	20	2	10	18	36	0	16	4	0	15	0	7200	23206	0	328		ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	1	1	1	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	0	0	3	0	0	0	0	255	0	0	0	0	30	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	tsp	tsp	1	0
Glaive	jave		glv	glv	glv	0		1	1	9	28	0	0	0	0	9	28	2	20	22	43	0	23	6	0	23	0	10800	33214	0	328		glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	1	1	1	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	30	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Throwing Spear	jave		tsp	pil	tsp	0		1	1	11	28	0	0	0	0	11	28	2	-10	25	50	0	31	7	0	29	0	14400	41196	0	328		tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	1	1	1	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			371	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
War Javelin	jave		9ja	jav	9ja	0		1	1	13	41	0	0	0	0	13	41	2	-10	29	57	23	40	12	0	30	19	18000	47264	0	328		jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	1	1	1	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Great Pilum	jave		9pi	pil	9pi	0		1	1	20	49	0	0	0	0	20	49	2	0	32	64	29	50	14	0	37	27	18750	57400	0	328		pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	1	1	1	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Simbilan	jave		9s9	jav	9s9	0		1	1	19	59	0	0	0	0	19	59	2	10	36	71	36	61	16	0	40	27	20250	62496	0	328		ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	1	1	1	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Spiculum	jave		9gl	glv	9gl	0		1	1	26	68	0	0	0	0	26	68	2	20	39	78	43	73	19	0	46	27	21750	72060	0	328		glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	1	1	1	flpglv	invspicu			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Harpoon	jave		9ts	pil	9ts	0		1	1	29	73	0	0	0	0	29	73	2	-10	43	85	51	86	21	0	51	27	22500	79856	0	328		tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	1	1	1	flptsp	invharpo			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Hyperion Javelin	jave		7ja	jav	7ja	100		1	1	41	104	0	0	0	0	41	104	2	-10	46	92	59	100	12	0	54	45	31500	91600	0	328		jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	1	1	1	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Stygian Pilum	jave		7pi	pil	7pi	100		1	1	37	117	0	0	0	0	37	117	2	0	50	99	68	115	14	0	62	51	33000	105592	0	328		pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	1	1	1	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Balrog Spear	jave		7s7	jav	7s7	100		1	1	59	123	0	0	0	0	59	123	2	10	53	106	78	131	16	0	71	58	34500	122016	0	328		ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	1	1	1	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Ghost Glaive	jave		7gl	glv	7gl	100		1	1	48	125	0	0	0	0	48	125	2	20	57	113	89	148	19	0	79	66	36000	136726	0	328		glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	1	1	1	flpglv	invghglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Winged Harpoon	jave		7ts	pil	7ts	100		1	1	59	112	0	0	0	0	59	112	2	-10	60	120	100	166	21	0	87	72	38000	141820	0	328		tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	1	1	1	flptsp	invwharp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Spear	spea		spr	spr	spr	0		1	1	0	0	0	1	4	20	0	0	3	-10	21	12	3	2	36	0	5	0	600	14560	0	315		spr	9sr	7sr	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspr	invspr			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Trident	spea		tri	tri	tri	0		1	1	0	0	0	1	10	25	0	0	3	0	27	17	7	5	42	0	9	0	1366	29448	0	315		tri	9tr	7tr	2ht	2ht	5	2ht	2	4	0	0	0	0	flptri	invtri	invtriu	invtriu	1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Brandistock	spea		brn	brn	brn	0		1	1	0	0	0	1	13	30	0	0	4	-20	33	21	12	9	33	0	16	0	2324	65164	0	315		brn	9br	7br	2ht	2ht	5	2ht	2	4	0	0	0	0	flpbrn	invbrn			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Spetum	spea		spt	tri	spt	0		1	1	0	0	0	1	22	39	0	0	4	0	39	26	18	14	33	0	20	0	3344	102904	0	315		spt	9st	7st	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspt	invspt			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Pike	spea		pik	pik	pik	0		1	1	0	0	0	1	25	73	0	0	4	20	45	30	25	19	30	0	24	0	4046	141234	0	315		pik	9p9	7p7	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invpik			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
War Spear	spea		9sr	spr	9sr	0		1	1	0	0	0	1	24	78	0	0	3	-10	51	35	33	25	36	0	33	22	2400	131264	0	316		spr	9sr	7sr	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspr	invwasp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Fuscina	spea		9tr	tri	9tr	0		1	1	0	0	0	1	37	82	0	0	3	0	57	39	42	32	42	0	36	27	4698	235342	0	316		tri	9tr	7tr	2ht	2ht	5	2ht	2	4	0	0	0	0	flptri	invfusp	invtriu	invtriu	1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
War Fork	spea		9br	brn	9br	0		1	1	0	0	0	1	38	94	0	0	4	-20	63	44	52	39	33	0	41	27	7572	399224	0	316		brn	9br	7br	2ht	2ht	5	2ht	2	4	0	0	0	0	flpbrn	invwfsp	inv9bru	inv9bru	1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Yari	spea		9st	tri	9st	0		1	1	0	0	0	1	56	126	0	0	4	0	69	48	63	47	33	0	44	27	10632	578824	0	316		spt	9st	7st	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspt	invyasp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Lance	spea		9p9	pik	9p9	0		1	1	0	0	0	1	58	172	0	0	4	20	75	53	75	56	30	0	47	27	12738	728768	0	316		pik	9p9	7p7	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invlasp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Hyperion Spear	spea		7sr	spr	7sr	100		1	1	0	0	0	1	76	214	0	0	3	-10	81	57	88	66	36	0	58	48	31800	2136288	0	316		spr	9sr	7sr	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspr	invhysp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Stygian Pike	spea		7tr	tri	7tr	100		1	1	0	0	0	1	78	258	0	0	3	0	87	62	102	77	42	0	66	54	34694	2644098	0	316		tri	9tr	7tr	2ht	2ht	5	2ht	2	4	0	0	0	0	flptri	invstsp	invtriu	invtriu	1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Mancatcher	spea		7br	brn	7br	100		1	1	0	0	0	1	99	205	0	0	4	-20	93	66	117	88	33	0	74	61	29316	2518188	0	316		brn	9br	7br	2ht	2ht	5	2ht	2	4	0	0	0	0	flpbrn	invmasp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Ghost Spear	spea		7st	tri	7st	100		1	1	0	0	0	1	83	295	0	0	4	0	99	71	133	100	33	0	83	69	34496	3305306	0	316		spt	9st	7st	2ht	2ht	5	2ht	2	4	0	0	0	0	flpspt	invghsp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
War Pike	spea		7p7	pik	7p7	100		1	1	0	0	0	1	104	336	0	0	4	20	105	75	150	112	30	0	89	73	32140	3308994	0	316		pik	9p9	7p7	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invwrsp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Bardiche	pole		bar	hal	bar	0		1	1	0	0	0	1	3	36	0	0	2	10	17	16	6	5	60	0	5	0	604	14582	0	312		bar	9b7	7b7	stf	stf	5	2hsl	2	4	0	0	0	0	flpbar	invbar			1	6	0		0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Voulge	pole		vou	hal	vou	0		1	1	0	0	0	1	11	37	0	0	2	0	22	20	10	9	60	0	11	0	1222	32974	0	312		vou	9vo	7vo	stf	stf	5	2hsl	2	4	0	0	0	0	flpvou	invvou			1	6	0		0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
