name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
Mephisto Key			0	0	0	0	1	0	0	1	60000	0	luv	key	luv	16	1	2	0	0	0	flpmph	invmph			0	xxx	0	0	0		key		item_key	12	item_key	0	0	5	2	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
scroll of self resurrect			0	0	0	0	231	0	0	1	10000	0	xyz	scr	xyz	16	1	1	0	0	0	flpwps	invxyz			0	xxx	0	0	1		ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	19	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
jade figurine			1	0	0	0	0	0	0	1	100	0	j34	bks	j34	16	1	2	0	0	0	flpjbi	invjbi			0	xxx	0	0	0		ques		item_rare	12		1	0	3	0	0	0	0	0	0	0	19	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
gold bird			1	0	0	0	0	0	0	1	100	0	g34	bks	g34	16	1	2	0	0	0	flpgbi	invgbi			0	xxx	0	0	0		ques		item_rare	12		1	0	4	0	0	0	0	0	0	0	19	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
lam esen's tome			1	0	0	0	0	0	0	1	100	0	bbb	bbb	bbb	16	2	2	0	0	0	flpbbb	invbbb			0	xxx	0	0	0		ques		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0	16	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Horadric Cube			0	0	0	0	0	0	0	1	0	0	box	rbk	box	16	1	1	0	0	0	flpbox	invbox			0	xxx	0	0	1		ques		item_rare	12		0	0	5	0	0	0	0	0	0	0	10	0	0	-1	7														0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Scroll of Horadric Quest Info			1	0	0	0	231	0	0	1	0	0	tr1	grg	tr1	16	2	2	0	0	0	flphscr	invhscr			0	xxx	0	0	0		ques		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0	10	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Mephisto SoulStone			1	0	0	0	231	0	0	1	0	0	mss	scr	mss	16	1	1	0	0	0	flpmss	invmss			0	xxx	0	0	0		ques		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0	23	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Book of Skill			1	0	0	0	231	0	0	1	0	0	ass	tbk	ass	16	2	2	0	0	0	flpbbk	invsbk			0	xxx	0	0	1		ques		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0	15	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
KhalimEye			1	0	0	0	1	0	0	1	45	0	qey	eyz	qey	16	1	1	0	0	0	flpeye	inveye			0	xxx	240	240	0		ques		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0	17	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
KhalimHeart			1	0	0	0	1	0	0	1	60	0	qhr	hrt	qhr	16	1	1	0	0	0	flphrt	invhrt			0	xxx	240	240	0		ques		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0	17	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
KhalimBrain			1	0	0	0	1	0	0	1	60	0	qbr	brz	qbr	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx	240	240	0		ques		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0	17	1	0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Player Ear			1	0	0	0	1	0	0	1	0	0	ear	ear	ear	16	1	1	0	0	0	flpear	invear			0	xxx	0	0	0		play		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Chipped Amethyst			1	0	0	4	2	1	0	1	3000	0	gcv	gcv	gcv	16	1	1	0	0	0	flpgsv	invgsva			0	xxx	0	0	0		gema	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfv	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsv	gpv	1		0	0
Flawed Amethyst			1	0	0	8	3	1	0	1	9500	0	gfv	gfv	gfv	16	1	1	0	0	0	flpgsv	invgsvb			0	xxx	0	0	0		gema	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gsv	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsv	gpv	1		0	0
Amethyst			1	0	0	16	4	1	0	1	30000	0	gsv	gsv	gsv	16	1	1	0	0	0	flpgsv	invgsvc			0	xxx	0	0	0		gema	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gzv	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gzv	gpv	1		0	0
Flawless Amethyst			1	0	0	32	5	1	0	1	95000	0	gzv	gzv	gzv	16	1	1	0	0	0	flpgsv	invgsvd			0	xxx	0	0	0		gema	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gpv	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gzv	gpv	1		0	0
Perfect Amethyst			1	0	0	64	6	1	0	1	300000	0	gpv	gpv	gpv	16	1	1	0	0	0	flpgsv	invgsve			0	xxx	0	0	0		gema	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1		0	0
Chipped Topaz			1	0	0	4	3	1	0	1	3000	0	gcy	gcy	gcy	16	1	1	0	0	0	flpgsy	invgsya			0	xxx	0	0	0		gemt	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfy	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsy	gpy	1		0	0
Flawed Topaz			1	0	0	8	4	1	0	1	9500	0	gfy	gfy	gfy	16	1	1	0	0	0	flpgsy	invgsyb			0	xxx	0	0	0		gemt	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gsy	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsy	gpy	1		0	0
Topaz			1	0	0	16	5	1	0	1	30000	0	gsy	gsy	gsy	16	1	1	0	0	0	flpgsy	invgsyc			0	xxx	0	0	0		gemt	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gly	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gly	gpy	1		0	0
Flawless Topaz			1	0	0	32	6	1	0	1	95000	0	gly	gly	gly	16	1	1	0	0	0	flpgsy	invgsyd			0	xxx	0	0	0		gemt	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gpy	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gly	gpy	1		0	0
Perfect Topaz			1	0	0	64	7	1	0	1	300000	0	gpy	gpy	gpy	16	1	1	0	0	0	flpgsy	invgsye			0	xxx	0	0	0		gemt	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1		0	0
Chipped Saphire			1	0	0	4	4	1	0	1	3000	0	gcb	gcb	gcb	16	1	1	0	0	0	flpgsb	invgsba			0	xxx	0	0	0		gems	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfb	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsb	gpb	1		0	0
Flawed Saphire			1	0	0	8	5	1	0	1	9500	0	gfb	gfb	gfb	16	1	1	0	0	0	flpgsb	invgsbb			0	xxx	0	0	0		gems	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gsb	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsb	gpb	1		0	0
Saphire			1	0	0	16	6	1	0	1	30000	0	gsb	gsb	gsb	16	1	1	0	0	0	flpgsb	invgsbc			0	xxx	0	0	0		gems	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	glb	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glb	gpb	1		0	0
Flawless Saphire			1	0	0	32	7	1	0	1	95000	0	glb	glb	glb	16	1	1	0	0	0	flpgsb	invgsbd			0	xxx	0	0	0		gems	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gpb	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glb	gpb	1		0	0
Perfect Saphire			1	0	0	64	8	1	0	1	300000	0	gpb	gpb	gpb	16	1	1	0	0	0	flpgsb	invgsbe			0	xxx	0	0	0		gems	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1		0	0
Chipped Emerald			1	0	0	4	5	1	0	1	3000	0	gcg	gcg	gcg	16	1	1	0	0	0	flpgsg	invgsga			0	xxx	0	0	0		geme	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfg	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsg	gpg	1		0	0
Flawed Emerald			1	0	0	8	6	1	0	1	9500	0	gfg	gfg	gfg	16	1	1	0	0	0	flpgsg	invgsgb			0	xxx	0	0	0		geme	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gsg	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsg	gpg	1		0	0
Emerald			1	0	0	16	7	1	0	1	30000	0	gsg	gsg	gsg	16	1	1	0	0	0	flpgsg	invgsgc			0	xxx	0	0	0		geme	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	glg	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glg	gpg	1		0	0
Flawless Emerald			1	0	0	32	8	1	0	1	95000	0	glg	glg	glg	16	1	1	0	0	0	flpgsg	invgsgd			0	xxx	0	0	0		geme	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gpg	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glg	gpg	1		0	0
Perfect Emerald			1	0	0	64	9	1	0	1	300000	0	gpg	gpg	gpg	16	1	1	0	0	0	flpgsg	invgsge			0	xxx	0	0	0		geme	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1		0	0
Chipped Ruby			1	0	0	4	6	1	0	1	3000	0	gcr	gcr	gcr	16	1	1	0	0	0	flpgsr	invgsra			0	xxx	0	0	0		gemr	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfr	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsr	gpr	1		0	0
Flawed Ruby			1	0	0	8	7	1	0	1	9500	0	gfr	gfr	gfr	16	1	1	0	0	0	flpgsr	invgsrb			0	xxx	0	0	0		gemr	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gsr	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsr	gpr	1		0	0
Ruby			1	0	0	16	8	1	0	1	30000	0	gsr	gsr	gsr	16	1	1	0	0	0	flpgsr	invgsrc			0	xxx	0	0	0		gemr	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	glr	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glr	gpr	1		0	0
Flawless Ruby			1	0	0	32	9	1	0	1	95000	0	glr	glr	glr	16	1	1	0	0	0	flpgsr	invgsrd			0	xxx	0	0	0		gemr	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gpr	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	glr	gpr	1		0	0
Perfect Ruby			1	0	0	64	10	1	0	1	300000	0	gpr	gpr	gpr	16	1	1	0	0	0	flpgsr	invgsre			0	xxx	0	0	0		gemr	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1		0	0
Chipped Diamond			1	0	0	4	7	1	0	1	3000	0	gcw	gcw	gcw	16	1	1	0	0	0	flpgsw	invgswa			0	xxx	0	0	0		gemd	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	gfw	0	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	gsw	gpw	1		0	0
