index	version	enabled	ladder	rarity	nolimit	Level	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	End
Zakarum's Hand	100	1		10	1	44	18	9sc	scepter			100	28000		lpur						manasteal		12	12	ignore-ac		1	1	regen-mana		20	20	regen-stam		20	25	hit-skill	59	6	10	dmg%		220	280	swing2		40	40	skill	114	3	3	skill	118	3	3													0
The Fetid Sprinkler	100	1		10	1	46	19	9qs	scepter			100	29000	whit							pal		3	3	hit-skill	87	5	10	hit-skill	81	10	5	dmg-pois	100	500	500	dmg%		200	300	att		200	300	dmg-norm		30	50																					0
Hand of Blessed Light	100	1		10	1	50	21	9ws	scepter			100	31500	lyel							pal		3	3	dmg%		160	200	att%		150	200	ac		100	100	regen-mana		30	30	light		5	5	dmg-norm		30	60	skill	101	5	5	skill	121	3	3	hit-skill	121	5	10									0
Fleshrender	100	1		10	1	46	19	9sp	club			100	29000				invspcu				openwounds		35	35	noheal		1	1	crush		30	30	deadly		30	30	dmg-norm		50	80	dmg%		160	240	dru		2	2	skilltab	16	3	3	dur		30	30													0
Sureshrill Frost	100	1		10	1	46	19	9ma	mace			100	29500								dmg-cold	125	80	125	nofreeze		1	1	dmg%		200	320	dmg-norm		10	20	freeze		3	6	oskill	64	1	9																									0
Moonfall	100	1		10	1	50	21	9mt	mace			100	31500	whit			invmstu				hit-skill	56	5	12	dmg-fire		75	150	red-mag		12	20	dmg%		180	240	light		3	3	oskill	56	1	10	dmg-norm		15	30																					0
Baezil's Vortex	100	1		10	1	52	22	9fl	mace			100	33000		dblu						hit-skill	48	5	15	dmg-ltng		15	240	mana		150	150	res-ltng		35	35	dmg%		200	250	swing2		30	30	oskill	48	1	20																					0
Earthshaker	100	1		10	1	50	21	9wh	hammer			100	32000	whit							hit-skill	234	5	15	knock		1	1	swing3		40	40	dmg%		240	240	stupidity		1	1	skilltab	17	4	4	dur		60	60																					0
Bloodtree Stump	100	1		10	1	56	23	9m9	mace			100	35000								crush		60	60	dmg%		220	275	res-all		30	30	str		40	40	skilltab	13	3	3	skill	129	4	4	dur		50	50																					0
The Gavel of Pain	100	1		10	1	52	22	9gm	hammer			100	33000	whit			inv9gmu				hit-skill	66	5	16	gethit-skill	76	5	24	thorns		300	300	indestruct		1	1	dmg-norm		30	50	dmg%		180	240																									0
Bloodletter	100	1		10	1	38	16	9ss	sword			100	24000	cred	cred						dmg-norm		20	75	att		150	150	lifesteal		12	12	stamdrain		20	20	swing2		30	30	dmg%		180	180	skill	127	3	5	skill	151	2	4	dur		40	40													0
Coldsteel Eye	100	1		10	1	38	16	9sm	sword			100	24500				invscmu				stupidity		1	1	slow		40	40	deadly		60	60	dur		75	75	dmg%		300	400	swing2		30	30	manasteal		8	8																					0
Hexfire	100	1		10	1	40	17	9sb	sword			100	25500	whit			invsbru				oskill	62	1	12	ignore-ac		1	1	res-fire		30	30	res-fire-max		15	15	dmg-norm		50	75	dmg%		160	220	fireskill		4	4																					0
Blade of Ali Baba	100	1		10	1	42	18	9fc	sword			100	27000	cred	cred						sock	3			gold%/lvl	4			mag%/lvl	4			mana		50	50	dmg%		100	200	dex		15	50																									0
Ginther's Rift	100	1		10	1	44	18	9cr	sword			100	28000	cblu			inv9cru				red-mag		10	15	swing2		40	40	rep-dur	20			dur		50	50	dmg-mag		75	180	dmg%		150	200																									0
Headstriker	100	1		10	1	46	19	9bs	sword			100	29500		bwht						noheal		1	1	str		20	20	deadly/lvl	4			dmg/lvl	4			dmg%		200	200																													0
Plague Bearer	100	1		10	1	48	20	9ls	sword			100	30500	whit			inv9lsu				hit-skill	92	5	10	dmg-pois	200	500	500	dmg-norm		20	100	dmg%		200	200	res-pois		50	50	skill	238	6	6																									0
The Atlantian	100	1		10	1	50	21	9wd	sword			100	31500	lblu	lblu						dur		120	120	ac		100	100	str		24	24	dex		18	18	vit		12	12	dmg%		250	300	pal		3	3	att%		75	75																	0
Crainte Vomir	100	1		10	1	50	21	92h	sword 2h			100	31500				inv2hsu				slow		40	40	dmg-ac		-100	-100	move2		30	30	red-dmg%		15	15	dmg%		200	250	swing3		60	60																									0
Bing Sz Wang	100	1		10	1	50	21	9cm	sword 2h			100	32000	whit							ease		-500	-500	ease-string		-50	-50	dmg-cold	75	75	180	str		25	25	freeze		3	6	hit-skill	64	5	10	dmg%		180	240																					0
The Vile Husk	100	1		10	1	52	21	9gs	sword 2h			100	32500		dgry		invgisu				hit-skill	66	6	10	dmg/lvl	4			res-pois		60	60	dmg-pois	150	600	600	dmg%		200	300																													0
Cloudcrack	100	1		10	1	52	22	9b9	sword 2h			100	33000				invbswu				hit-skill	121	6	15	dmg-ltng		20	400	ac		40	40	light		3	3	res-ltng-max		15	15	dmg%		200	300	light-thorns		200	200	skilltab	10	3	3	skilltab	11	3	3													0
Todesfaelle Flamme	100	1		10	1	54	22	9fb	sword 2h			100	34000	whit			inv9fbu				dmg-fire		75	300	res-fire		50	50	abs-fire		15	15	att-skill	47	10	12	dmg%		180	240	oskill	52	1	10																									0
Swordguard	100	1		10	1	54	23	9gd	sword 2h			100	34500		bwht		invgsdu				ease		-500	-500	ease-string		-50	-50	ac/lvl	8			res-all		20	30	ac		200	200	dmg-to-mana		40	40	dmg%		220	250	balance2		30	30	block		30	30													0
Spineripper	100	1		10	1	40	16	9dg	dagger			100	25000								ignore-ac		1	1	lifesteal		12	12	noheal		1	1	swing3		20	20	dex		15	15	dmg%		240	300	dmg-norm		20	50	nec		2	2																	0
Heart Carver	100	1		10	1	44	18	9di	dagger			100	27500								deadly		45	45	ignore-ac		1	1	dmg-norm		30	70	dmg%		250	360	skill	131	5	5	skill	142	5	5	skill	150	5	5																					0
Blackbog's Sharp	100	1		10	1	46	19	9kr	dagger			100	29000	whit			invkrsu				slow		60	60	ac		60	60	dmg-norm		20	60	swing3		40	40	dmg-pois	250	650	650	skill	73	6	6	skill	83	5	5	skill	92	5	5																	0
Stormspike	100	1		10	1	48	20	9bl	dagger			100	30500	cblu	cblu		inv9blu				dmg-ltng		10	250	light-thorns		300	300	gethit-skill	38	25	15	dmg%		200	200	res-ltng/lvl	4																															0
The Impaler	100	1		10	1	38	16	9sr	spear			100	24500		lred						ignore-ac		1	1	att		200	200	swing2		30	30	openwounds		50	50	noheal		1	1	dmg%		180	250	skill	19	6	6	skill	14	4	4																	0
Kelpie Snare	100	1		10	1	40	17	9tr	spear			100	25500	whit			invtriu				slow		80	80	res-fire		60	60	hp/lvl	6			dmg-norm		40	75	str		15	15	dmg%		180	240																									0
Soulfeast Tine	100	1		10	1	42	18	9br	spear			100	27000	lyel	lyel		inv9bru				ease		-300	-300	ease-string		-30	-30	lifesteal		10	10	manasteal		10	10	stamdrain		30	30	dmg%		200	350	att		200	360	dur		20	20																	0
Hone Sundan	100	1		10	1	44	18	9st	spear			100	28000	whit							sock	3			dmg-norm		20	40	crush		45	45	rep-dur	10			dmg%		160	200																													0
Spire of Honor	100	1		10	1	46	19	9p9	spear			100	29500	lgry	lgry						att%		35	35	light		4	4	regen		30	30	balance2		30	30	dmg-norm		50	75	dmg%		200	300	skilltab	9	4	4	ac%		35	35																	0
The Meat Scraper	100	1		10	1	48	20	9b7	polearm			100	30500	dred	dred						dmg%		200	300	swing2		40	40	lifesteal		12	12	openwounds		60	60	mag%		30	30	skilltab	13	4	4																									0
Blackleach Blade	100	1		10	1	50	21	9vo	polearm			100	31500		blac						ease		-400	-400	ease-string		-40	-40	hit-skill	72	10	10	light		-3	-3	lifesteal		10	10	dmg/lvl	8			dmg%		150	200																					0
Athena's Wrath	100	1		10	1	50	21	9s8	polearm			100	31500	whit			inv9s8u				dru		2	4	dex		20	20	swing2		40	40	hp/lvl	6			dmg/lvl	6			dmg%		200	240																									0
Pierre Tombale Couant	100	1		10	1	50	21	9pa	polearm			100	32000		lgld						deadly		70	70	bar		4	4	balance2		40	40	manasteal		8	8	dmg-norm		24	50	dmg%		200	320	att		200	300																					0
Husoldal Evo	100	1		10	1	52	21	9h9	polearm			100	32500	whit							regen		24	24	att		300	400	noheal		1	1	dmg-norm		40	80	dmg%		200	320	swing2		30	30																									0
Grim's Burning Dead	100	1		10	1	52	21	9wc	polearm			100	32500	cred	cred						ease		-600	-600	ease-string		-60	-60	dmg-fire		180	360	res-fire		50	50	dmg%		160	240	thorns		120	120	nec		4	4	reduce-ac		100	100	ac%		30	30	att		300	400									0
Razorswitch	100	1		10	1	36	15	8ss	staff			100	22500	lpur							cast3		40	40	thorns		200	200	mana		200	200	hp		150	150	red-mag		20	20	res-all		60	60	allskills		2	2																					0
Ribcracker	100	1		10	1	38	16	8ls	staff			100	24500		lblu						dmg-norm		30	50	dmg%		200	300	crush		50	50	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100													0
Chromatic Ire	100	1		10	1	42	18	8cs	staff			100	27000	whit			invcstu				sor		4	4	res-all		30	50	cast1		30	30	light-thorns		300	300	hp%		25	30	skill	61	2	2	skill	63	2	2	skill	65	2	2																	0
Warpspear	100	1		10	1	46	19	8bs	staff			100	29500	cblu	cblu						sor		4	4	ignore-ac		1	1	skill	54	4	4	skill	43	4	4	skill	58	4	4	ac		150	150																									0
Skullcollector	100	1		10	1	48	20	8ws	staff			100	30500		blac		inv8wsu				mana%		30	30	mana-kill		24	24	allskills		3	3	mag%/lvl	6																																			0
Skystrike	100	1		10	1	36	15	8sb	bow			100	22500	whit							dmg-ltng		5	400	att		200	200	enr		20	20	swing3		40	40	dmg%		200	300	hit-skill	56	2	10	ama		2	2																					0
Riphook	100	1		10	1	38	16	8hb	bow			100	24500	cred	cred						openwounds		40	40	dmg%		200	300	slow		40	40	mana		50	50	swing2		40	40	lifesteal		10	15																									0
Kuko Shakaku	100	1		10	1	40	17	8lb	bow			100	25500		lpur		inv8lbu				skill	27	3	3	explosivearrow		1	1	dmg%		150	180	pierce		50	50	dmg-fire		40	180	skilltab		3	3																									0
Endlesshail	100	1		10	1	44	18	8cb	bow			100	27500	whit			invcbwu				res-cold		40	40	mana		50	50	ac		40	40	skill	26	4	6	dmg%		240	300	dmg-cold	75	30	60																									0
Whichwild String	100	1		10	1	46	19	8s8	bow			100	29500	lblu	lblu		inv8s8u				hit-skill	66	2	10	res-all		50	50	deadly/lvl	4			dmg%		180	250	magicarrow		1	1																													0
Cliffkiller	100	1		10	1	48	20	8l8	bow			100	30500	dgld							ama		3	3	dmg%		220	300	ac		60	60	knock		1	1	hp		75	75	dmg-min		10	20	dmg-max		30	50																					0
Magewrath	100	1		10	1	50	21	8sw	bow			100	32000	oran			invswbu				manasteal		20	20	red-mag		10	18	skill	22	4	4	att		250	300	dex		15	15	stupidity		1	1	dmg-norm		30	60	dmg%		150	200	ama		2	2													0
Godstrike Arch	100	1		10	1	54	22	8lw	bow			100	34000		lgry						dmg%		325	375	att%		150	250	hit-skill	121	7	10	swing2		60	60	regen		15	15																													0
Langer Briser	100	1		10	1	40	16	8lx	crossbow			100	25000	whit			inv8lxu				knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	openwounds		33	33	dmg-ltng		1	212																					0
Pus Spiter	100	1		10	1	44	18	8mx	crossbow			100	27500		cgrn		inv8mxu				ease		-600	-600	ease-string		-60	-60	dmg-pois	200	300	300	hit-skill	91	4	10	nec		3	3	gethit-skill	92	9	20	swing2		20	20	dmg%		180	240	att/lvl	8															0
Buriza-Do Kyanon	100	1		10	1	48	20	8hx	crossbow			100	30500	whit			invhxbu				pierce		100	100	dex		40	40	ac		100	180	dmg/lvl	8			swing2		90	90	dmg%		180	240	freeze		3	6	dmg-cold	200	75	300																	0
Demon Machine	100	1		10	1	56	23	8rx	crossbow			100	35500		blac		invrxbu				ac		400	400	mana		50	50	pierce		80	80	explosivearrow		1	1	dmg-max		66	66	dmg%		150	200	att		666	666																					0
Peasent Crown	100	1		10	1	36	7	xap	helm			100	11500	lgry							enr		30	30	vit		30	30	allskills		2	2	move2		20	20	regen		8	16	ac%		125	125																									0
Rockstopper	100	1		10	1	38	8	xkp	helm			100	12500				invxkpu				res-ltng		30	50	red-dmg%		20	20	balance2		40	40	ac%		180	250	res-fire		30	60	res-cold		30	50	vit		20	20																					0
Stealskull	100	1		10	1	42	9	xlm	helm			100	13500	whit			invhlmu				manasteal		8	8	lifesteal		8	8	balance2		20	20	swing2		20	20	ac%		250	300	mag%		40	60																									0
Darksight Helm	100	1		10	1	46	9	xhl	helm			100	14500	blac	blac		invfhlu				light		-5	-5	ac/lvl	8			nofreeze		1	1	manasteal		8	8	gethit-skill	71	6	20	oskill	264	1	15	res-fire		30	50																					0
Valkiry Wing	100	1		10	1	52	11	xhm	helm			100	16500	lgld							ac%		200	300	move2		30	30	balance2		30	30	ama		2	3	mana-kill		4	6																													0
Crown of Thieves	100	1		10	1	56	12	xrn	circlet			100	18000	dgld	dgld		invxrnu				dex		30	30	lifesteal		12	16	hp		100	100	mana		50	50	res-fire		40	40	ac%		200	250	gold%		100	150																					0
Blackhorn's Face	100	1		10	1	48	10	xsk	circlet			100	15500	blac	blac						light-thorns		250	250	slow		20	20	noheal		1	1	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																									0
Vampiregaze	100	1		10	1	48	10	xh9	helm			100	15500		cgrn		invbhmu				manasteal		8	10	lifesteal		8	10	stamdrain		20	20	red-dmg%		20	25	red-mag		15	20	ac%		125	125	dmg-cold	100	20	60																					0
The Spirit Shroud	100	1		10	1	36	7	xui	torso			100	11500								nofreeze		1	1	allskills		2	2	red-mag		12	18	regen		12	12	ac%		200	200																													0
Skin of the Vipermagi	100	1		10	1	36	7	xea	torso			100	11500	dblu	dblu						ac%		150	150	res-all		30	50	cast3		40	40	red-mag		12	18	allskills		2	2																													0
Skin of the Flayerd One	100	1		10	1	38	8	xla	torso			100	12500	lred	lred						rep-dur	10			regen		20	30	dur		40	40	lifesteal		7	10	ac%		200	250	thorns		200	200																									0
Ironpelt	100	1		10	1	40	8	xtu	torso			100	13000		dgry		invxtuu				dur		150	150	hp		50	50	red-mag		15	24	red-dmg		20	30	ac/lvl	12			ac%		75	150																									0
Spiritforge	100	1		10	1	42	9	xng	torso			100	13500								light		5	5	hp/lvl	12			dmg-fire		30	90	res-fire		10	10	ac%		150	200	str		20	20	sock	2																							0
Crow Caw	100	1		10	1	44	9	xcl	torso			100	14000	whit							openwounds		40	50	ac%		180	240	dex		20	20	balance2		20	20	swing2		20	20																													0
Shaftstop	100	1		10	1	46	9	xhn	torso			100	14500	dgry							ac		150	150	red-dmg%		35	35	hp		120	120	ac%		200	250																																	0
Duriel's Shell	100	1		10	1	48	10	xrs	torso			100	15500		oran						str		20	20	ac/lvl	12			hp/lvl	6			ac%		200	300	res-fire		30	30	res-ltng		30	30	res-pois		30	30	res-cold		60	60	nofreeze		1	1	dur		150	150									0
Skullder's Ire	100	1		10	1	50	10	xpl	torso			100	16000	whit							allskills		2	2	mag%		20	20	ac%		200	300	dur		70	70	red-mag		15	15	rep-dur	20																											0
Guardian Angel	100	1		10	1	52	11	xlt	torso			100	16500	lgry	lgry						light		5	5	pal		3	3	ac%		250	300	block2		40	40	res-all-max		20	20	block		30	30																									0
Toothrow	100	1		10	1	56	11	xld	torso			100	17500	whit	whit						thorns		250	400	ac		50	80	str		20	20	openwounds		50	50	res-fire		20	20	ac%		200	300	dur		20	20																					0
Atma's Wail	100	1		10	1	58	12	xth	torso			100	18500								dex		20	20	regen		12	12	mana%		20	20	balance2		40	40	ac/lvl	16			dur		60	60	ac%		150	200	mag%		25	25																	0
Black Hades	100	1		10	1	60	12	xul	torso			100	19000	whit							light		-3	-3	half-freeze		1	1	sock	3			ac%		180	250	dmg-norm		15	30																													0
Corpsemourn	100	1		10	1	62	13	xar	torso			100	20000		blac		invxaru				str		12	12	vit		20	20	res-cold		40	40	gethit-skill	76	6	20	ac%		200	250	dmg-fire		25	60	oskill	74	1	10																					0
Que-Hegan's Wisdon	100	1		10	1	58	12	xtp	torso			100	18500	whit							cast2		30	30	mana-kill		5	5	red-mag		10	15	enr		20	20	balance2		30	30	ac%		180	240	allskills		2	2																					0
Visceratuant	100	1		10	1	36	7	xuc	shield			100	11500				invbucu				sor		2	2	block2		40	40	red-dmg%		10	10	ac%		125	180	light-thorns		200	200																													0
Mosers Blessed Circle	100	1		10	1	38	8	xml	shield			100	12500	whit			invxmlu				res-all		30	30	block		30	30	sock	2			ac%		220	260	block2		40	40																													0
Stormchaser	100	1		10	1	42	9	xrg	shield			100	13500	cblu	cblu		invxrgu				dmg-ltng		3	120	block		30	30	half-freeze		1	1	res-ltng		60	60	att		200	200	ac%		200	250	block2		20	20	gethit-skill	59	4	24	gethit-skill	245	4	20													0
Tiamat's Rebuke	100	1		10	1	46	9	xit	shield			100	14500	lgry	lgry		invkitu				dmg-cold	150	40	80	dmg-fire		50	120	dmg-ltng		5	200	res-all		30	40	ac%		180	240	gethit-skill	44	5	30	gethit-skill	48	5	30	gethit-skill	62	3	30	dur		50	50													0
Kerke's Sanctuary	100	1		10	1	52	11	xow	shield			100	16500		lgrn		invtowu				red-dmg		15	25	red-mag		18	24	regen		20	20	ac%		220	300	dur		150	150	block		40	40	res-all		30	40																					0
Radimant's Sphere	100	1		10	1	58	12	xts	shield			100	18500	whit			invgtsu				dmg-pois	100	300	300	gethit-skill	92	5	20	res-pois		80	80	ac%		200	250	block		30	30	block2		30	30	oskill	83	1	12	dur		30	30																	0
Lidless Wall	100	1		10	1	48	10	xsh	shield			100	15500		dgld		invxshu				light		2	2	allskills		2	2	cast2		30	30	mana-kill		5	8	ac%		120	180	enr		20	20	mana%		20	20																					0
Lance Guard	100	1		10	1	42	9	xpk	shield			100	13500	whit			invxpku				hp		100	100	balance2		40	40	dmg-to-mana		20	20	thorns		500	500	ac%		100	180	deadly		30	30																									0
Venom Grip	100	1		10	1	36	7	xlg	gloves			100	11500	dgrn							res-pois		40	40	res-pois-max		10	10	dmg-pois	100	200	200	crush		10	10	lifesteal		8	8	ac		30	50	ac%		150	200																					0
Gravepalm	100	1		10	1	38	8	xvg	gloves			100	12500								all-stats		20	20	ac%		180	200	sock		4	4																																					0
Ghoulhide	100	1		10	1	44	9	xmg	gloves			100	14000	whit							dmg/lvl	4			manasteal		6	9	hp		50	50	ac%		200	300																																	0
Lavagout	100	1		10	1	50	10	xtg	gloves			100	16000	lyel							res-fire		30	30	half-freeze		1	1	hit-skill	52	12	10	swing2		30	30	ac%		200	240	dmg-fire		20	60	dur		30	30																					0
Hellmouth	100	1		10	1	54	11	xhg	gloves			100	17500								dmg-fire		30	150	abs-fire		20	20	ac%		200	240	dur		20	20	hit-skill	56	3	10	hit-skill	225	10	15																									0
Infernostride	100	1		10	1	36	7	xlb	boots			100	11500								dmg-fire		30	60	move2		30	30	res-fire-max		15	15	res-fire		40	40	light		3	3	ac%		150	180	gold%		60	100	ac		30	30	gethit-skill	46	5	24													0
Waterwalk	100	1		10	1	40	8	xvb	boots			100	12500								ac		150	150	move2		30	30	dex		20	20	ac%		220	280	hp		90	150	stam		50	50	res-fire-max		10	10	regen-stam		60	60																	0
Silkweave	100	1		10	1	44	9	xmb	boots			100	14000								ac%		180	240	mana-kill		8	8	ac		120	120	mana%		15	15	move2		40	40																													0
Wartraveler	100	1		10	1	50	10	xtb	boots			100	16000	whit							vit		20	20	str		20	20	mag%		40	60	dur		40	40	move2		35	35	ac%		180	250	dmg-norm		30	50	thorns		100	200	stamdrain		50	50													0
Gorerider	100	1		10	1	54	11	xhb	boots			100	17500	dred							ease		-300	-300	ease-string		-30	-30	deadly		30	30	move2		40	40	crush		25	25	openwounds		30	30	ac%		180	240	dur		20	20	stam		30	30													0
String of Ears	100	1		10	1	36	7	zlb	belt			100	11500								red-mag		15	20	red-dmg%		15	20	lifesteal		8	10	ac%		180	220	ac		20	20	dur		20	20																									0
Razortail	100	1		10	1	38	8	zvb	belt			100	12500								thorns/lvl	12			dex		20	20	pierce		40	40	ac		20	20	ac%		150	200	dmg-max		20	20																									0
Gloomstrap	100	1		10	1	44	9	zmb	belt			100	14000								light		-4	-4	mana%		20	20	manasteal		8	8	ac%		180	250	vit		20	20	regen-mana		20	20																									0
Snowclash	100	1		10	1	48	10	ztb	belt			100	15500								gethit-skill	59	5	20	abs-cold		20	20	res-cold-max		20	20	dmg-cold	75	30	60	ac%		150	210	skill	59	2	10	skill	55	4	4	skill	60	3	3																	0
Thudergod's Vigor	100	1		10	1	54	11	zhb	belt			100	17500								gethit-skill	121	5	24	dmg-ltng		3	90	res-ltng-max		20	20	abs-ltng		25	25	ac%		200	250	vit		30	30	str		30	30	skill	34	4	4	skill	35	4	4													0
Harlequin Crest	100	1		10	1	68	14	uap	helm			100	21500	cgrn	cgrn						allskills		3	3	hp/lvl	12			mana/lvl	12			mag%		30	30	red-dmg%		15	15	str		5	5	dex		5	5	vit		5	5	enr		5	5													0
Veil of Steel	100	1		10	1	76	16	uhm	helm			100	24000	lgry	lgry						res-all		60	60	ac%		80	80	str		20	20	vit		20	20	light		-5	-5	dur		30	30	ac		200	200																					0
