Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
431	69066900	69066900	69066900	69066900	69066900	69066900	69066900	1024
432	69316900	69316900	69316900	69316900	69316900	69316900	69316900	1024
433	69566900	69566900	69566900	69566900	69566900	69566900	69566900	1024
434	69816900	69816900	69816900	69816900	69816900	69816900	69816900	1024
435	70066900	70066900	70066900	70066900	70066900	70066900	70066900	1024
436	70316900	70316900	70316900	70316900	70316900	70316900	70316900	1024
437	70566900	70566900	70566900	70566900	70566900	70566900	70566900	1024
438	70816900	70816900	70816900	70816900	70816900	70816900	70816900	1024
439	71066900	71066900	71066900	71066900	71066900	71066900	71066900	1024
440	71316900	71316900	71316900	71316900	71316900	71316900	71316900	1024
441	71566900	71566900	71566900	71566900	71566900	71566900	71566900	1024
442	71816900	71816900	71816900	71816900	71816900	71816900	71816900	1024
443	72066900	72066900	72066900	72066900	72066900	72066900	72066900	1024
444	72316900	72316900	72316900	72316900	72316900	72316900	72316900	1024
445	72566900	72566900	72566900	72566900	72566900	72566900	72566900	1024
446	72816900	72816900	72816900	72816900	72816900	72816900	72816900	1024
447	73066900	73066900	73066900	73066900	73066900	73066900	73066900	1024
448	73316900	73316900	73316900	73316900	73316900	73316900	73316900	1024
449	73566900	73566900	73566900	73566900	73566900	73566900	73566900	1024
450	73816900	73816900	73816900	73816900	73816900	73816900	73816900	1024
451	74066900	74066900	74066900	74066900	74066900	74066900	74066900	1024
452	74316900	74316900	74316900	74316900	74316900	74316900	74316900	1024
453	74566900	74566900	74566900	74566900	74566900	74566900	74566900	1024
454	74816900	74816900	74816900	74816900	74816900	74816900	74816900	1024
455	75066900	75066900	75066900	75066900	75066900	75066900	75066900	1024
456	75316900	75316900	75316900	75316900	75316900	75316900	75316900	1024
457	75566900	75566900	75566900	75566900	75566900	75566900	75566900	1024
458	75816900	75816900	75816900	75816900	75816900	75816900	75816900	1024
459	76066900	76066900	76066900	76066900	76066900	76066900	76066900	1024
460	76316900	76316900	76316900	76316900	76316900	76316900	76316900	1024
461	76566900	76566900	76566900	76566900	76566900	76566900	76566900	1024
462	76816900	76816900	76816900	76816900	76816900	76816900	76816900	1024
463	77066900	77066900	77066900	77066900	77066900	77066900	77066900	1024
464	77316900	77316900	77316900	77316900	77316900	77316900	77316900	1024
465	77566900	77566900	77566900	77566900	77566900	77566900	77566900	1024
466	77816900	77816900	77816900	77816900	77816900	77816900	77816900	1024
467	78066900	78066900	78066900	78066900	78066900	78066900	78066900	1024
468	78316900	78316900	78316900	78316900	78316900	78316900	78316900	1024
469	78566900	78566900	78566900	78566900	78566900	78566900	78566900	1024
470	78816900	78816900	78816900	78816900	78816900	78816900	78816900	1024
471	79066900	79066900	79066900	79066900	79066900	79066900	79066900	1024
472	79316900	79316900	79316900	79316900	79316900	79316900	79316900	1024
473	79566900	79566900	79566900	79566900	79566900	79566900	79566900	1024
474	79816900	79816900	79816900	79816900	79816900	79816900	79816900	1024
475	80066900	80066900	80066900	80066900	80066900	80066900	80066900	1024
476	80316900	80316900	80316900	80316900	80316900	80316900	80316900	1024
477	80566900	80566900	80566900	80566900	80566900	80566900	80566900	1024
478	80816900	80816900	80816900	80816900	80816900	80816900	80816900	1024
479	81066900	81066900	81066900	81066900	81066900	81066900	81066900	1024
480	81316900	81316900	81316900	81316900	81316900	81316900	81316900	1024
481	81566900	81566900	81566900	81566900	81566900	81566900	81566900	1024
482	81816900	81816900	81816900	81816900	81816900	81816900	81816900	1024
483	82066900	82066900	82066900	82066900	82066900	82066900	82066900	1024
484	82316900	82316900	82316900	82316900	82316900	82316900	82316900	1024
485	82566900	82566900	82566900	82566900	82566900	82566900	82566900	1024
486	82816900	82816900	82816900	82816900	82816900	82816900	82816900	1024
487	83066900	83066900	83066900	83066900	83066900	83066900	83066900	1024
488	83316900	83316900	83316900	83316900	83316900	83316900	83316900	1024
489	83566900	83566900	83566900	83566900	83566900	83566900	83566900	1024
490	83816900	83816900	83816900	83816900	83816900	83816900	83816900	1024
491	84066900	84066900	84066900	84066900	84066900	84066900	84066900	1024
492	84316900	84316900	84316900	84316900	84316900	84316900	84316900	1024
493	84566900	84566900	84566900	84566900	84566900	84566900	84566900	1024
494	84816900	84816900	84816900	84816900	84816900	84816900	84816900	1024
495	85066900	85066900	85066900	85066900	85066900	85066900	85066900	1024
496	85316900	85316900	85316900	85316900	85316900	85316900	85316900	1024
497	85566900	85566900	85566900	85566900	85566900	85566900	85566900	1024
498	85816900	85816900	85816900	85816900	85816900	85816900	85816900	1024
499	86066900	86066900	86066900	86066900	86066900	86066900	86066900	1024
500	86316900	86316900	86316900	86316900	86316900	86316900	86316900	1024
501	86566900	86566900	86566900	86566900	86566900	86566900	86566900	1024
502	86816900	86816900	86816900	86816900	86816900	86816900	86816900	1024
503	87066900	87066900	87066900	87066900	87066900	87066900	87066900	1024
504	87316900	87316900	87316900	87316900	87316900	87316900	87316900	1024
505	87566900	87566900	87566900	87566900	87566900	87566900	87566900	1024
506	87816900	87816900	87816900	87816900	87816900	87816900	87816900	1024
507	88066900	88066900	88066900	88066900	88066900	88066900	88066900	1024
508	88316900	88316900	88316900	88316900	88316900	88316900	88316900	1024
509	88566900	88566900	88566900	88566900	88566900	88566900	88566900	1024
510	88816900	88816900	88816900	88816900	88816900	88816900	88816900	1024
511	89066900	89066900	89066900	89066900	89066900	89066900	89066900	1024
512	89316900	89316900	89316900	89316900	89316900	89316900	89316900	1024
513	89566900	89566900	89566900	89566900	89566900	89566900	89566900	1024
514	89816900	89816900	89816900	89816900	89816900	89816900	89816900	1024
515	90066900	90066900	90066900	90066900	90066900	90066900	90066900	1024
516	90316900	90316900	90316900	90316900	90316900	90316900	90316900	1024
517	90566900	90566900	90566900	90566900	90566900	90566900	90566900	1024
518	90816900	90816900	90816900	90816900	90816900	90816900	90816900	1024
519	91066900	91066900	91066900	91066900	91066900	91066900	91066900	1024
520	91316900	91316900	91316900	91316900	91316900	91316900	91316900	1024
521	91566900	91566900	91566900	91566900	91566900	91566900	91566900	1024
522	91816900	91816900	91816900	91816900	91816900	91816900	91816900	1024
523	92066900	92066900	92066900	92066900	92066900	92066900	92066900	1024
524	92316900	92316900	92316900	92316900	92316900	92316900	92316900	1024
525	92566900	92566900	92566900	92566900	92566900	92566900	92566900	1024
526	92816900	92816900	92816900	92816900	92816900	92816900	92816900	1024
527	93066900	93066900	93066900	93066900	93066900	93066900	93066900	1024
528	93316900	93316900	93316900	93316900	93316900	93316900	93316900	1024
529	93566900	93566900	93566900	93566900	93566900	93566900	93566900	1024
530	93816900	93816900	93816900	93816900	93816900	93816900	93816900	1024
531	94066900	94066900	94066900	94066900	94066900	94066900	94066900	1024
532	94316900	94316900	94316900	94316900	94316900	94316900	94316900	1024
533	94566900	94566900	94566900	94566900	94566900	94566900	94566900	1024
534	94816900	94816900	94816900	94816900	94816900	94816900	94816900	1024
535	95066900	95066900	95066900	95066900	95066900	95066900	95066900	1024
536	95316900	95316900	95316900	95316900	95316900	95316900	95316900	1024
537	95566900	95566900	95566900	95566900	95566900	95566900	95566900	1024
538	95816900	95816900	95816900	95816900	95816900	95816900	95816900	1024
539	96066900	96066900	96066900	96066900	96066900	96066900	96066900	1024
540	96316900	96316900	96316900	96316900	96316900	96316900	96316900	1024
541	96566900	96566900	96566900	96566900	96566900	96566900	96566900	1024
542	96816900	96816900	96816900	96816900	96816900	96816900	96816900	1024
543	97066900	97066900	97066900	97066900	97066900	97066900	97066900	1024
544	97316900	97316900	97316900	97316900	97316900	97316900	97316900	1024
545	97566900	97566900	97566900	97566900	97566900	97566900	97566900	1024
546	97816900	97816900	97816900	97816900	97816900	97816900	97816900	1024
547	98066900	98066900	98066900	98066900	98066900	98066900	98066900	1024
548	98316900	98316900	98316900	98316900	98316900	98316900	98316900	1024
549	98566900	98566900	98566900	98566900	98566900	98566900	98566900	1024
550	98816900	98816900	98816900	98816900	98816900	98816900	98816900	1024
551	99066900	99066900	99066900	99066900	99066900	99066900	99066900	1024
552	99316900	99316900	99316900	99316900	99316900	99316900	99316900	1024
553	99566900	99566900	99566900	99566900	99566900	99566900	99566900	1024
554	99816900	99816900	99816900	99816900	99816900	99816900	99816900	1024
555	100066900	100066900	100066900	100066900	100066900	100066900	100066900	1024
556	100316900	100316900	100316900	100316900	100316900	100316900	100316900	1024
557	100566900	100566900	100566900	100566900	100566900	100566900	100566900	1024
558	100816900	100816900	100816900	100816900	100816900	100816900	100816900	1024
559	101066900	101066900	101066900	101066900	101066900	101066900	101066900	1024
560	101316900	101316900	101316900	101316900	101316900	101316900	101316900	1024
561	101566900	101566900	101566900	101566900	101566900	101566900	101566900	1024
562	101816900	101816900	101816900	101816900	101816900	101816900	101816900	1024
563	102066900	102066900	102066900	102066900	102066900	102066900	102066900	1024
564	102316900	102316900	102316900	102316900	102316900	102316900	102316900	1024
565	102566900	102566900	102566900	102566900	102566900	102566900	102566900	1024
566	102816900	102816900	102816900	102816900	102816900	102816900	102816900	1024
567	103066900	103066900	103066900	103066900	103066900	103066900	103066900	1024
568	103316900	103316900	103316900	103316900	103316900	103316900	103316900	1024
569	103566900	103566900	103566900	103566900	103566900	103566900	103566900	1024
570	103816900	103816900	103816900	103816900	103816900	103816900	103816900	1024
571	104066900	104066900	104066900	104066900	104066900	104066900	104066900	1024
572	104316900	104316900	104316900	104316900	104316900	104316900	104316900	1024
573	104566900	104566900	104566900	104566900	104566900	104566900	104566900	1024
574	104816900	104816900	104816900	104816900	104816900	104816900	104816900	1024
575	105066900	105066900	105066900	105066900	105066900	105066900	105066900	1024
576	105316900	105316900	105316900	105316900	105316900	105316900	105316900	1024
577	105566900	105566900	105566900	105566900	105566900	105566900	105566900	1024
578	105816900	105816900	105816900	105816900	105816900	105816900	105816900	1024
579	106066900	106066900	106066900	106066900	106066900	106066900	106066900	1024
580	106316900	106316900	106316900	106316900	106316900	106316900	106316900	1024
581	106566900	106566900	106566900	106566900	106566900	106566900	106566900	1024
582	106816900	106816900	106816900	106816900	106816900	106816900	106816900	1024
583	107066900	107066900	107066900	107066900	107066900	107066900	107066900	1024
584	107316900	107316900	107316900	107316900	107316900	107316900	107316900	1024
585	107566900	107566900	107566900	107566900	107566900	107566900	107566900	1024
586	107816900	107816900	107816900	107816900	107816900	107816900	107816900	1024
587	108066900	108066900	108066900	108066900	108066900	108066900	108066900	1024
588	108316900	108316900	108316900	108316900	108316900	108316900	108316900	1024
589	108566900	108566900	108566900	108566900	108566900	108566900	108566900	1024
590	108816900	108816900	108816900	108816900	108816900	108816900	108816900	1024
591	109066900	109066900	109066900	109066900	109066900	109066900	109066900	1024
592	109316900	109316900	109316900	109316900	109316900	109316900	109316900	1024
593	109566900	109566900	109566900	109566900	109566900	109566900	109566900	1024
594	109816900	109816900	109816900	109816900	109816900	109816900	109816900	1024
595	110066900	110066900	110066900	110066900	110066900	110066900	110066900	1024
596	110316900	110316900	110316900	110316900	110316900	110316900	110316900	1024
597	110566900	110566900	110566900	110566900	110566900	110566900	110566900	1024
598	110816900	110816900	110816900	110816900	110816900	110816900	110816900	1024
599	111066900	111066900	111066900	111066900	111066900	111066900	111066900	1024
600	111316900	111316900	111316900	111316900	111316900	111316900	111316900	1024
601	111566900	111566900	111566900	111566900	111566900	111566900	111566900	1024
602	111816900	111816900	111816900	111816900	111816900	111816900	111816900	1024
603	112066900	112066900	112066900	112066900	112066900	112066900	112066900	1024
604	112316900	112316900	112316900	112316900	112316900	112316900	112316900	1024
605	112566900	112566900	112566900	112566900	112566900	112566900	112566900	1024
606	112816900	112816900	112816900	112816900	112816900	112816900	112816900	1024
607	113066900	113066900	113066900	113066900	113066900	113066900	113066900	1024
608	113316900	113316900	113316900	113316900	113316900	113316900	113316900	1024
609	113566900	113566900	113566900	113566900	113566900	113566900	113566900	1024
610	113816900	113816900	113816900	113816900	113816900	113816900	113816900	1024
611	114066900	114066900	114066900	114066900	114066900	114066900	114066900	1024
612	114316900	114316900	114316900	114316900	114316900	114316900	114316900	1024
613	114566900	114566900	114566900	114566900	114566900	114566900	114566900	1024
614	114816900	114816900	114816900	114816900	114816900	114816900	114816900	1024
615	115066900	115066900	115066900	115066900	115066900	115066900	115066900	1024
616	115316900	115316900	115316900	115316900	115316900	115316900	115316900	1024
617	115566900	115566900	115566900	115566900	115566900	115566900	115566900	1024
618	115816900	115816900	115816900	115816900	115816900	115816900	115816900	1024
619	116066900	116066900	116066900	116066900	116066900	116066900	116066900	1024
620	116316900	116316900	116316900	116316900	116316900	116316900	116316900	1024
621	116566900	116566900	116566900	116566900	116566900	116566900	116566900	1024
622	116816900	116816900	116816900	116816900	116816900	116816900	116816900	1024
623	117066900	117066900	117066900	117066900	117066900	117066900	117066900	1024
624	117316900	117316900	117316900	117316900	117316900	117316900	117316900	1024
625	117566900	117566900	117566900	117566900	117566900	117566900	117566900	1024
626	117816900	117816900	117816900	117816900	117816900	117816900	117816900	1024
627	118066900	118066900	118066900	118066900	118066900	118066900	118066900	1024
628	118316900	118316900	118316900	118316900	118316900	118316900	118316900	1024
629	118566900	118566900	118566900	118566900	118566900	118566900	118566900	1024
630	118816900	118816900	118816900	118816900	118816900	118816900	118816900	1024
631	119066900	119066900	119066900	119066900	119066900	119066900	119066900	1024
632	119316900	119316900	119316900	119316900	119316900	119316900	119316900	1024
633	119566900	119566900	119566900	119566900	119566900	119566900	119566900	1024
634	119816900	119816900	119816900	119816900	119816900	119816900	119816900	1024
635	120066900	120066900	120066900	120066900	120066900	120066900	120066900	1024
636	120316900	120316900	120316900	120316900	120316900	120316900	120316900	1024
637	120566900	120566900	120566900	120566900	120566900	120566900	120566900	1024
