Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ		Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
kobold	24	kobold		0	Kobold	kobold		brute	Brute	little pest	!7  	1													2	8	0	7	9	1	1	1	1	brute	brute	10	15	14	13							0	0	0	90	93	97	100	100	100																					0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	2				6	6	6		75	125	85	75	70	100	150	70	135	220	0	0	0	75	125	85	75	70	100	150	70	135	220	0	0	0	75	125	85	75	70	100	150	70	135	220	0	0	0																																											Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A				0	0	0	0	0
brute3	25	brute3		1	Sunder	brute3		brute	Brute	rampaging juggernaut	!W  	1													4	8	0	11	13	1	49	49	49	brute	brute	10	15	14	13							0	0	0	90	93	97	85	85	75																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1																										100	100	100	-10	0	0	15	0	0	0	20	50	30	0	0	0	60	75	45	0	0	0	100	95	3				10	10	10		100	150	69	48	30	60	60	40	80	66	0	0	0	100	150	69	48	30	60	60	40	80	66	0	0	0	100	150	69	48	30	60	60	40	80	66	0	0	0	A2	stun	50	0	0	25	50	0	0	25	50	0	0	25																													Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C				0	0	0	0	0
monolith1	26	monolith1		2	Crusher	monolith1		brute	Brute		YE  	1													7	13	0	8	10	1	41	41	41	brute	brute	10	15	14	13							0	0	0	90	93	97	75	75	65																					0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	10	65	5	5	5	5	10	5	5	5	5	5	10	5	5	5	105	5	2				19	19	19		100	150	70	74	60	90	66	40	80	74	0	0	0	100	150	70	74	30	60	66	40	80	74	0	0	0	100	150	70	74	30	60	66	40	80	74	0	0	0																																											Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C				0	0	0	0	0
monolith2	27	monolith2		3	WailingBeast	monolith2		brute	Brute		YE  	1													8	17	0	9	11	1	54	54	54	brute	brute	10	15	14	13							0	0	0	90	93	97	60	60	50																					0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	20	70	30	10	10	10	20	90	60	10	10	10	20	110	85	10	10	10	3				23	23	23		100	150	76	125	30	60	67	40	80	77	0	0	0	100	150	76	125	30	60	67	40	80	77	0	0	0	100	150	76	125	30	60	67	40	80	77	0	0	0																																											Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
magog	28	magog		4	Magog	magog		brute	Brute	corrupted spirit	!S  	1													2	4	0	9	12	1	39	39	39	brute	brute	10	15	14	13							0	0	0	90	93	97	60	60	50																					0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	1																													-25	-15	0	20	20	10	10	10	10	40	40	20	20	20	20	50	50	30	75	100	30	3				4	4	4		100	150	85	43	60	180	75	100	200	50	0	0	0	100	150	85	43	60	180	75	100	200	50	0	0	0	100	150	85	43	60	180	75	100	200	50	0	0	0	A1	rand	100	30	120	0	100	30	120	0	100	30	120	0																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	0	0	0
sandraider1	29	sandraider1		0	SandRaider	sandraider1		sandraider	SandRaider		SR  	1													4	8	0	8	10	1	22	22	22	sandraider	sandraider	10	15	14	13				40	40	40	50	40	30	75	80	85	70	75	85	18	12	9				50	50	50												0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1		Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2				25	25	25		65	160	69	37	30	70	74	0	0	72	0	0	0	65	160	69	37	30	70	74	0	0	72	0	0	0	65	160	69	37	30	70	74	0	0	72	0	0	0	A1	fire	100	25	50	0	100	25	50	0	100	25	50	0																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	0	0	0
sandraider2	30	sandraider2		1	Marauder	sandraider2		sandraider	SandRaider		SR  	1													5	10	0	8	10	1	28	28	28	sandraider	sandraider	10	15	14	13				45	40	40	40	30	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50												0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1		Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2				32	32	32		65	160	70	42	30	70	75	0	0	72	0	0	0	65	160	70	42	30	70	75	0	0	72	0	0	0	65	160	70	42	30	70	75	0	0	72	0	0	0	A1	fire	100	40	80	0	100	40	80	0	100	40	80	0																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	0	0
sandraider3	31	sandraider3		2	Invader	sandraider3		sandraider	SandRaider		SR  	1													7	12	0	9	11	1	41	41	41	sandraider	sandraider	10	15	14	13				50	40	35	30	20	10	85	90	95	70	80	90	13	9	6				50	50	50												0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1		Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40	5	0	0	0	0	0	5	0	0	0	0	0	5	0	100	0	0	0	2				34	34	34		65	160	71	49	30	70	78	0	0	76	0	0	0	65	160	71	49	30	70	78	0	0	76	0	0	0	65	160	71	49	30	70	78	0	0	76	0	0	0	A1	fire	100	60	120	0	100	60	120	0	100	60	120	0																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	0	0
sandraider4	32	sandraider4		4	Assailant	sandraider4		sandraider	SandRaider		SR  	1													9	18	0	10	12	1	91	91	91	sandraider	sandraider	10	15	14	13				60	40	35	30	20	10	90	99	100	70	80	90	7	5	4				50	50	50												0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1		Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40	20	10	10	10	10	10	20	10	10	10	10	10	20	10	110	10	10	10	3				48	48	48		90	220	80	63	40	90	89	0	0	87	0	0	0	90	220	80	63	40	90	89	0	0	87	0	0	0	90	220	80	63	40	90	89	0	0	87	0	0	0	A1	fire	100	90	180	0	100	90	180	0	100	90	180	0																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
umberhulk	33	umberhulk		3	Umberhulk	umberhulk		sandraider	Brute		!U  	1													3	7	0	8	10	1	110	110	110	sandraider	sandraider	10	15	14	13							0	0	0	90	93	97	60	60	50																					0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	75	66	-25	-15	0	30	10	10	10	30	10	45	20	20	20	45	20	60	30	30	30	60	30	3				44	44	44		150	350	88	60	60	140	100	90	240	38	0	0	0	150	350	88	60	60	140	100	90	240	38	0	0	0	150	350	88	60	60	140	100	90	240	38	0	0	0	A1	cold	90	120	240	100	90	120	240	100	90	120	240	100																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
golem1	34	golem1		0	RockGolem	golem1			Wraith	Evil Clay Golem	G5  	1													4	8	0	5	9	1	23	23	23			10	15	14	13				60	60	60	10	8	8	70	75	80																								0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	0																										100	75	66	-25	-15	0	10	10	10	10	10	10	15	15	15	15	15	15	20	20	20	20	20	20	2								90	140	68	58	50	110	70	0	0	0	0	0	0	90	140	68	58	50	110	70	0	0	0	0	0	0	90	140	68	58	50	110	70	0	0	0	0	0	0																																											Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	0	0
golem2	35	golem2		1	FleshGolem	golem2			Wraith	Evil Blood Golem	G6  	1													5	9	0	9	13	1	45	45	45			10	15	14	13				70	70	70	10	8	6	75	80	85																								0	0	1	1	0	0	1	0	1	0	0	0	1	0		1	1			0	0	0	0	0																													-35	-25	-15	5	20	0	20	0	20	5	30	0	30	0	30	5	40	0	40	0	40	3								60	100	66	68	60	130	66	0	0	0	0	0	0	60	100	66	68	60	130	66	0	0	0	0	0	0	60	100	66	68	60	130	66	0	0	0	0	0	0																																											Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
golem3	36	golem3		2	Kamecha	golem3			Wraith	Evil Construct	G8  	1													4	10	0	11	14	1	67	67	67			10	15	14	13				80	80	80	8	6	4	80	85	90																								0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	0	0																										100	75	66	-15	-5	0	30	25	15	15	15	15	40	35	25	25	25	25	40	45	35	35	35	35	2								90	140	67	78	50	110	64	0	0	0	0	0	0	90	140	67	78	50	110	64	0	0	0	0	0	0	90	140	67	78	50	110	64	0	0	0	0	0	0	A1	ltng	100	25	50	0	100	25	50	0	100	25	50	0																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
golem4	37	golem4		3	FuryGolem	golem4			Wraith	Evil Fire Golem	G7  	1													7	12	0	10	13	1	91	91	91			10	15	14	13				90	90	90	6	4	4	85	90	95																								0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	0																										100	75	66	-75	-60	-40	20	10	60	10	10	10	20	10	85	10	10	10	20	10	110	10	10	10	3								90	140	68	91	50	110	64	0	0	0	0	0	0	90	140	68	91	50	110	64	0	0	0	0	0	0	90	140	68	91	50	110	64	0	0	0	0	0	0	A1	fire	100	25	50	0	100	25	50	0	100	25	50	0																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
wraith1	38	wraith1		0	Ghost	wraith1		wraith	Wraith	drains mana	WR  	1													3	5	0	8	10	1	15	15	15	wraith	wraith	10	15	14	13				50	60	60	10	9	8	70	75	80																								0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0																										100	66	33	-50	-33	0	20	0	0	0	0	50	30	0	0	0	0	60	30	50	0	0	0	75	2				8	8	8		40	100	64	23	25	60	59	0	0	0	0	0	0	40	100	64	23	25	60	59	0	0	0	0	0	0	40	100	64	23	25	60	59	0	0	0	0	0	0	A1	mana	50	20	40	100	50	20	40	100	50	20	40	100																													Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B				0	0	0	0	0
wraith2	39	wraith2		1	Wraith	wraith2		wraith	Wraith	drains mana	WR  	1													4	8	0	9	11	1	22	22	22	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																								0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0																										100	66	33	-50	-33	0	30	0	0	0	0	50	40	0	0	0	0	60	40	50	0	0	0	75	2				11	11	11		40	100	65	23	25	60	59	0	0	0	0	0	0	40	100	65	23	25	60	59	0	0	0	0	0	0	40	100	65	23	25	60	59	0	0	0	0	0	0	A1	mana	50	20	40	150	50	20	40	150	50	20	40	150																													Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C				0	0	0	0	0
wraith3	40	wraith3		2	Specter	wraith3		wraith	Wraith	drains mana	WR  	1													5	10	0	9	11	1	39	39	39	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																								0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0																										100	66	33	-50	-33	0	45	0	0	0	0	50	55	0	0	0	0	60	55	50	0	0	0	75	2				19	19	19		40	100	72	53	25	60	67	0	0	0	0	0	0	40	100	72	53	25	60	67	0	0	0	0	0	0	40	100	72	53	25	60	67	0	0	0	0	0	0	A1	mana	50	20	40	200	50	20	40	200	50	20	40	200																													Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C				0	0	0	0	0
wraith4	41	wraith4		3	Apparition	wraith4		wraith	Wraith	drains mana	WR  	1													7	13	0	10	12	1	50	50	50	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																								0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0																										100	66	33	-50	-33	0	60	5	5	5	5	55	70	5	5	5	5	65	70	55	5	5	5	80	2				20	20	20		40	100	69	65	25	60	65	0	0	0	0	0	0	40	100	69	65	25	60	65	0	0	0	0	0	0	40	100	69	65	25	60	65	0	0	0	0	0	0	A1	mana	50	20	40	300	50	20	40	300	50	20	40	300																													Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C				0	0	0	0	0
wraith5	42	wraith5		4	DarkShape	wraith5		wraith	Wraith	drains mana	WR  	1													8	17	0	11	13	1	63	63	63	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																								0	0	1	1	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0																										100	66	33	-50	-33	0	80	10	10	10	10	60	95	10	10	10	10	70	95	60	10	10	10	85	3				22	22	22		40	100	71	96	25	60	67	0	0	0	0	0	0	40	100	71	96	25	60	67	0	0	0	0	0	0	40	100	71	96	25	60	67	0	0	0	0	0	0	A1	mana	50	20	40	400	50	20	40	400	50	20	40	400																													Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
corruptrogue1	43	corruptrogue1		0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR  	1													5	10	0	8	10	1	11	11	11	corruptrogue	corruptrogue	10	15	14	13				60	70	80	9	8	7	80	83	85	100	100	100	35	55	75																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	2				12	12	12		45	110	67	22	30	90	66	0	0	0	0	0	0	45	110	67	22	30	90	66	0	0	0	0	0	0	45	110	67	22	30	90	66	0	0	0	0	0	0	A1	fire	100	50	150	0	100	50	150	0	100	50	150	0																													Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A				0	0	0	0	0
corruptrogue2	44	corruptrogue2		1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR  	1													5	10	0	9	13	1	14	14	14	corruptrogue	corruptrogue	10	15	14	13				70	80	90	8	7	6	83	85	90	100	100	100	35	55	75																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	2				18	18	18		45	110	72	31	30	90	66	0	0	0	0	0	0	45	110	72	31	30	90	66	0	0	0	0	0	0	45	110	72	31	30	90	66	0	0	0	0	0	0	A1	fire	100	50	150	0	100	50	150	0	100	50	150	0																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B				0	0	0	0	0
corruptrogue3	45	corruptrogue3		2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR  	1													7	12	0	9	15	1	23	23	23	corruptrogue	corruptrogue	10	15	14	13				80	85	90	7	6	5	85	90	95	100	100	100	35	55	75																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1		CountessFirewall	A1	10																						100	100	100	-50	-40	-33	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	100	0	2				25	25	25		45	110	74	48	30	90	70	0	0	0	0	0	0	45	110	74	48	30	90	70	0	0	0	0	0	0	45	110	74	48	30	90	70	0	0	0	0	0	0	A1	fire	100	50	150	0	100	50	150	0	100	50	150	0																													Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique B		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique B				0	0	0	0	0
corruptrogue4	46	corruptrogue4		3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR  	1													8	14	0	10	17	1	36	36	36	corruptrogue	corruptrogue	10	15	14	13				90	95	95	6	5	5	88	95	95	100	100	100	35	55	75																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	10	5	5	5	5	5	10	5	5	5	5	5	10	5	5	5	105	5	2				33	33	33		45	110	86	76	30	90	69	0	0	0	0	0	0	45	110	86	76	30	90	69	0	0	0	0	0	0	45	110	86	76	30	90	69	0	0	0	0	0	0	A1	fire	100	50	150	0	100	50	150	0	100	50	150	0																													Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C				0	0	0	0	0
corruptrogue5	47	corruptrogue5		4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR  	1													9	17	0	11	17	1	68	68	68	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	35	55	75																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	40	10	10	10	10	10	40	10	10	10	10	10	50	10	10	10	110	10	3				40	40	40		45	110	80	109	40	115	76	0	0	0	0	0	0	45	110	80	109	40	115	76	0	0	0	0	0	0	45	110	80	109	40	115	76	0	0	0	0	0	0	A1	fire	100	50	150	0	100	50	150	0	100	50	150	0																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
immortal	48	immortal		0	Immortal	immortal		baboon	Brute	impervious monolith	!I  	1													1	1	0	6	6	1	240	240	240	baboon	baboon	10	15	14	13							0	0	0	90	93	97	60	60	50													bighead1	bighead1	bighead1						3	0	1	1	0	0	1	0	0	0	0	0	1	1		1	0			0	0	0	0	0																													0	0	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	3				18	18	18		87	87	6000	2778	500	1500	715	500	1500	715	0	0	0	87	87	6000	2778	500	1500	715	500	1500	715	0	0	0	87	87	6000	2778	500	1500	715	500	1500	715	0	0	0	A1	burn	100	1	3	1000	100	1	3	1000	100	1	3	1000																													Immortal	Immortal	Immortal		Immortal	Immortal	Immortal		Immortal	Immortal	Immortal				0	0	0	0	0
venomklaw	49	venomklaw		1	RockDweller	venomklaw		baboon	Baboon		!J  	1													3	6	0	9	13	1	23	23	23	baboon	baboon	10	15	14	13				33	33	33	10	15	20	60	65	70	15	15	15	3	5	7																		0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	0	30	0	0	30	100	0	40	0	0	50	100	0	50	0	0	100	100	3				18	18	18		85	160	72	263	45	90	71	0	0	0	0	0	0	85	160	72	263	45	90	71	0	0	0	0	0	0	85	160	72	263	45	90	71	0	0	0	0	0	0	A1	cold	100	30	90	100	100	30	90	100	100	30	90	100																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	0	0
baboon3	50	baboon3		2	JungleHunter	baboon3		baboon	Baboon		BB  	1													4	8	0	13	18	1	62	62	62	baboon	baboon	10	15	14	13				33	33	33	10	15	20	65	70	75	25	25	25	3	5	7																		0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	5	30	0	0	0	100	5	40	0	0	0	100	5	50	0	0	0	100	3				21	21	21		85	160	72	214	45	90	74	0	0	0	0	0	0	85	160	72	214	45	90	74	0	0	0	0	0	0	85	160	72	214	45	90	74	0	0	0	0	0	0	A1	cold	100	30	90	200	100	30	90	200	100	30	90	200																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
baboon4	51	baboon4		3	DoomApe	baboon4		baboon	Baboon		BB  	1													5	10	0	13	18	1	84	84	84	baboon	baboon	10	15	14	13				33	33	33	10	15	20	70	75	80	40	40	40	3	5	7																		0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	1																										100	100	100	-50	-40	-33	10	35	5	5	5	105	10	45	5	5	5	105	10	55	5	5	5	105	3				22	22	22		85	160	73	219	45	90	73	0	0	0	0	0	0	85	160	73	219	45	90	73	0	0	0	0	0	0	85	160	73	219	45	90	73	0	0	0	0	0	0	A1	cold	100	30	90	300	100	30	90	300	100	30	90	300																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
