Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword47	Widowmaker	1		miss									r27	r28	r23	r07			hit-skill	74	5	10	dmg%		100	200	deadly		50	100	dmg-pois	100	500	500	pierce		50	80	knock		1	1	ama		3	3	0
Runeword163	Wind	1		boot									r04	r16					vit		25	25	ac-miss		75	75	move2		30	30	charged	132	30	5	rep-dur	5											0
Runeword164	Wings of Hope	1		boot									r15	r02	r18				dex		30	30	ease		-30	-30	stamdrain		30	30	move3		50	80	rep-dur	5											0
Runeword99	Winter	1		mele									r32	r10	r11				freeze		1	1	dmg-cold	150	10	40	lifesteal		5	8	light		3	3	att		100	200	rep-dur	5			hit-skill	55	7	10	0
Runeword165	Wisdom	1		circ									r17	r04					enr		30	30	ac-miss		75	75	allskills		2	2	light		2	2	rep-dur	5											0
Runeword166	Woe	1		miss									r29	r07	r25	r04	r27		hit-skill	66	5	10	hit-skill	76	5	5	dmg-pois	25	400	400	ignore-ac		1	1	pierce		50	80	explosivearrow		1	1	dmg%		200	200	0
Runeword167	Wonder	1		miss									r23	r04	r27				hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword168	Wrath	1		mele									r27	r30	r05	r08			dmg%		75	150	crush		50	75	ignore-ac		1	1	dmg-fire		60	180	dmg-norm		30	60	hit-skill	56	7	20	rep-dur	5			0
Runeword169	Youth	1		tors									r14	r11					regen		10	10	thorns		20	20	light		5	5	rep-dur	5															0
Runeword170	Zephyr	1		miss									r09	r05					move2		25	25	swing2		25	25	dmg%		33	33	att		66	66	gethit-skill	240	7	1									0
Runeword171	Mustang	1		boot									r02	r14	r01				block		10	10	regen		10	10	ac		50	50	move3		50	100	stamdrain		20	20	rep-dur	5							0
Runeword172	Viper	1		h2h									r07	r11	r22				openwounds		30	50	dmg-pois	50	300	300	lifesteal		10	10	mana-kill		4	4	rep-dur	5											0
Runeword173	Cherish	1		belt									r14	r03					regen		10	10	mana-kill		4	4	light		2	2	hp		25	25	mana		20	20	rep-dur	5							0
Runeword174	Legacy	1		tors									r11	r33	r22	r21	r20		gold%		100	100	thorns		20	20	res-all		30	30	ac%		100	100	ac		50	100	allskills		3	3	light		5	5	0
Runeword175	Fang	1		h2h									r09	r23	r14				howl		100	100	hit-skill	74	5	10	dmg-ltng		4	200	ignore-ac		1	1	swing2		20	20	ass		2	2	rep-dur	5			0
Runeword176	Reaper	1		mele									r28	r30	r33	r13	r11		lifesteal		15	15	swing3		80	100	dmg-norm		50	200	crush		50	80	deadly		50	80	ignore-ac		1	1	rep-dur	5			0
Runeword177	Vapor	1		miss									r06	r01					dmg-max		10	10	light		3	3	att		75	75	dmg-min		5	5	swing2		30	30	deadly		20	50					0
Runeword178	Doh	1		helm									r05	r02					regen-mana		10	15	stamdrain		10	15	mana-kill		2	2	rep-dur	5															0
Runeword179	The Force	1		tors									r19	r18	r17	r16	r33		str		60	60	dex		60	60	enr		60	60	vit		60	60	hp%		50	80	nofreeze		1	1	res-all		30	30	0
Runeword180	Jedi	1		swor									r09	r01	r25	r23			stupidity		1	1	ignore-ac		1	1	light		5	5	dmg-ltng		30	360	swing2		20	40	rep-dur	5			dmg-max		10	20	0
Runeword181	Crusader	1		tors	shld								r22	r21	r06	r05			res-all		30	30	ac%		30	40	dmg-to-mana		30	30	regen-mana		30	30	pal		3	3	rep-dur	5			light		3	3	0
Runeword182	Vision	1		orb	rod								r06	r04					hit-skill	38	5	15	dmg-max		15	15	light		1	1	att		25	25	rep-dur	5											0
Runeword183	Spin	1		mele									r29	r26	r11	r06			dmg-max		50	50	manasteal		10	10	hit-skill	74	5	10	lifesteal		10	10	hit-skill	240	5	20	rep-dur	5			light		5	5	0
Runeword184	Booga	1		belt									r14	r05					regen		10	10	regen-mana		10	10	light		2	2	rep-dur	5															0
Runeword185	JBouley	1		weap									r31	r30	r33	r06	r14		howl		100	100	slow		75	75	crush		75	100	dmg-max		100	100	dmg-min		50	50	allskills		5	5	rep-dur	5			0
Runeword186	Kato	1		weap	tors	shld	helm						r29	r04	r13				hit-skill	83	5	20	hit-skill	62	5	20	swing3		100	100	ac-miss		150	150	hp%		20	20	balance3		50	50	allskills		7	7	0
Runeword187	Minya	1		circ									r05	r14					howl		30	50	regen		3	3	regen-mana		10	10	rep-dur	5			mana%		10	10	light		5	5					0
Runeword188	Alkalund	1		shld									r22	r21	r13	r04	r01		res-all		20	20	ac%		50	50	block		30	30	ac-miss		100	100	light		3	3	ac		50	50	rep-dur	5			0
Runeword189	PhrozenKeep	1		tors									r21	r22	r23	r12	r05	r33	charged	94	60	20	ac%		200	200	res-all		50	50	red-mag		40	40	red-dmg		50	50	regen-mana		50	50					0
Runeword190	Raven Klaw	1		h2h									r07	r02					dmg-pois	50	300	300	att-undead		75	75	dmg-undead		100	100	block		10	10	rep-dur	5											0
Runeword191	Falcon Klaw	1		h2h									r06	r13					swing2		40	40	dmg-max		50	50	block2		15	15	lifesteal		5	8	rep-dur	5											0
Runeword192	Eagle Klaw	1		h2h									r14	r10	r07				howl		100	100	dmg-cold	150	80	120	dmg-pois	50	420	420	regen		10	10	rep-dur	5			ignore-ac		1	1	stupidity		1	1	0
Runeword193	Wyvern Klaw	1		h2h									r28	r23	r07				hit-skill	74	5	10	deadly		60	80	dmg-pois	50	500	500	block		20	20	rep-dur	5			ignore-ac		1	1	freeze		1	2	0
Runeword194	Doom Spire	1		helm									r11	r05					thorns		16	16	regen-mana		10	20	light		3	3	ac		50	50	rep-dur	5			red-dmg		5	5					0
Runeword195	Turbo	1		boot									r16	r02					vit		30	30	stamdrain		20	20	charged	258	30	20	rep-dur	20			move1		20	20									0
Runeword196	Vitesse	1		boot	belt								r22	r13					stamdrain		40	40	res-all		20	20	move2		40	40	swing2		40	40	rep-dur	5											0
Runeword197	Gran Vitesse	1		boot	belt								r31	r13					stamdrain		60	60	res-all		30	30	move3		80	80	swing2		80	80	rep-dur	5											0
Runeword198	Spitfire	1		xbow									r27	r08	r04				dmg%		100	100	dmg-fire		30	180	hit-skill	38	5	10	explosivearrow		1	1	swing3		50	100	hit-skill	56	5	15					0
Runeword199	Corsair	1		swor									r17	r13	r05	r11			lifesteal		10	10	swing3		100	100	reduce-ac		-100	-100	enr		30	30	dmg-max		75	75	hit-skill	42	5	10	rep-dur	5			0
Runeword200	Hermit	1		tors									r15	r11	r14				ease		-30	-30	thorns		30	30	light		-2	-2	regen		10	10	rep-dur	5			allskills		1	1					0
Runeword201	Bandit	1		knif	xbow								r10	r06					dmg-cold	300	30	60	dmg-max		10	20	att		100	100	rep-dur	5			dmg-min		5	10									0
Runeword202	Ebony	1		swor									r07	r19	r14	r13			swing3		80	150	howl		50	75	str		30	30	dmg-pois	50	400	400	light		-5	-5	knock		1	1	rep-dur	5			0
Runeword203	Ivory	1		swor									r09	r19	r14	r13			swing3		100	160	howl		60	75	dex		30	30	dmg-ltng		12	300	light		5	5	rep-dur	5			knock		1	1	0
Runeword204	Arnold	1		helm									r19	r16	r22				str		80	80	vit		80	80	res-all		30	30	ignore-ac		1	1	rep-dur	5			knock		1	1					0
Runeword205	Bert	1		head									r02	r11					stamdrain		10	20	dmg-undead		100	100	thorns		10	16	mana		50	50	rep-dur	5			nec		1	1					0
Runeword206	Ernie	1		wand									r02	r10					att-undead		100	100	dmg-undead		100	100	dmg-cold	150	20	40	hp		50	50	rep-dur	5			nec		1	1					0
Runeword207	Big Bird	1		head									r18	r14	r07				dex		40	40	regen		10	10	dmg-pois	100	400	400	nec		2	2	block1		10	15	rep-dur	5							0
Runeword208	Snuff	1		glov									r24	r11					mag%		20	20	lifesteal		10	10	light		3	3	allskills		1	1	rep-dur	5			manasteal		5	5					0
Runeword209	Vanquish	1		scep									r17	r07	r11				lifesteal		12	12	res-pois		40	40	enr		30	40	knock		1	1	dmg-max		40	80	pal		1	1	rep-dur	5			0
Runeword210	Martyr	1		mele									r30	r28	r06	r12	r27		crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword211	Hidden	1		tors									r18	r23	r14				enr		30	30	red-mag		20	20	regen		10	10	nec		2	2	mana		20	20	light		-2	-2	rep-dur	5			0
Runeword212	Vermilion	1		miss									r04	r10	r14				hit-skill	38	5	10	dmg-cold	150	50	80	howl		30	60	pierce		40	75	light		2	2	hit-skill	38	5	10	freeze		1	1	0
Runeword213	Vermin	1		pelt									r14	r03	r06				regen		10	10	mana-kill		4	4	dmg-max		50	50	dru		1	1	light		3	3	rep-dur	5			dmg-min		30	30	0
Runeword214	Outcast	1		blun	swor								r25	r13	r12	r06			ignore-ac		1	1	swing3		50	100	dmg-min		40	40	dmg-max		60	60	knock		1	1	hit-skill	49	5	10	rep-dur	5			0
Runeword215	Survivor	1		tors									r22	r30	r13	r05			red-dmg%		25	25	res-all		30	30	balance3		40	40	regen-mana		25	25	charged	58	50	20	rep-dur	5			vit		40	40	0
Runeword216	Dog Eat Dog	1		pelt									r03	r05					regen-mana		25	25	mana-kill		4	4	light		1	1	rep-dur	5			gethit-skill	48	10	10	dru		1	1					0
Runeword217	Big Brother	1		mele									r06	r09	r14	r11			howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword218	Band of Brothers	1		belt									r11	r08					thorns		10	10	res-fire		20	20	light		1	1	dmg-fire		20	50	rep-dur	5											0
Runeword219	Big Sister	1		miss									r09	r06	r14	r11			mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword220	ZyEl	1		weap	armo								r33	r01					slow		25	50	ignore-ac		1	1	pierce		75	100	knock		1	1	stupidity		1	1	freeze		1	2	noheal		1	1	0
Runeword221	Teddy Bear	1		hamm									r14	r30	r04				crush		50	75	howl		50	100	hit-skill	38	5	20	hit-skill	38	10	10	rep-dur	5			dmg-norm		30	50					0
Runeword222	Phantom	1		tors									r21	r09	r03	r14			regen		10	10	ac%		40	40	res-ltng		40	40	mana-kill		5	5	charged	58	30	15	rep-dur	5							0
Runeword223	Maverick	1		boot									r21	r05					kick		20	20	move2		20	30	ac%		10	20	regen-mana		10	15	rep-dur	5											0
Runeword224	Faerie	1		rod	orb								r05	r17					regen-mana		25	25	enr		20	20	sor		2	2	mana		50	50	rep-dur	5											0
Runeword225	Ghost	1		staf									r26	r11	r09	r23			hit-skill	74	5	10	lifesteal		10	10	manasteal		10	10	dmg-ltng		3	150	charged	93	50	15	rep-dur	5			light		3	3	0
Runeword226	Gryphon	1		h2h									r11	r08	r07				lifesteal		10	10	dmg-fire		15	90	dmg-pois	50	300	300	hit-skill	72	5	10	rep-dur	5											0
Runeword227	Unicorn	1		pole	spea								r09	r30	r25	r13	r04		ignore-ac		1	1	hit-skill	38	5	20	crush		75	100	swing3		80	150	dmg-ltng		50	300	light		5	5	rep-dur	5			0
Runeword228	Salamander	1		pelt									r14	r04	r22				res-all		30	30	regen		10	10	ac-miss		120	120	dru		2	2	rep-dur	5											0
Runeword229	Aardvark	1		pelt									r13	r20					gold%		100	100	balance2		30	30	block2		20	20	dru		1	1	rep-dur	5											0
Runeword230	Ox	1		belt									r19	r16					str		50	50	vit		50	50	dur		10	20	stamdrain		20	20	move1		-10	-10									0
Runeword231	Stallion	1		boot									r13	r22	r14				move3		100	100	res-all		20	20	regen		8	8	kick		40	40	ass		2	2	dur		20	40					0
Runeword232	Bulldog	1		helm	tors	boot							r16	r14	r04				move2		75	75	vit		50	50	regen		10	10	stamdrain		30	30	rep-dur	5											0
Runeword233	Dogs of War	1		belt									r31	r12					hp%		15	15	red-dmg		10	10	charged	227	50	15	hp		100	100	rep-dur	5											0
Runeword234	Hellhound	1		helm									r12	r31	r04				hp%		30	30	red-dmg		30	30	charged	237	30	15	hp		150	150	mana-kill		4	4	dur		20	40					0
Runeword235	Ice Age	1		swor	miss								r10	r25	r13	r04	r05		hit-skill	64	5	10	dmg-cold	150	120	240	swing3		50	80	ignore-ac		1	1	pierce		1	1	freeze		1	1					0
Runeword236	Maelstrom	1		miss									r06	r25	r27	r11			ignore-ac		1	1	dmg-norm		30	90	dmg%		100	100	lifesteal		5	5	hit-skill	245	5	15	hit-skill	244	5	15	hit-skill	234	5	15	0
Runeword237	Conundrum	1		ashd									r19	r21	r13				block3		30	30	ac%		100	100	str		30	30	pal		2	2	rep-dur	5											0
Runeword238	Dilemma	1		ashd									r21	r13					ac%		40	40	block2		25	25	pal		1	1	light		3	3	rep-dur	5											0
Runeword239	Oxymoron	1		ashd									r21	r19	r13	r04			block3		40	40	ac%		125	125	str		40	40	pal		3	3	ac-miss		100	100	rep-dur	5							0
Runeword240	Jinx	1		helm									r20	r24	r03				gold%		100	100	mag%		35	35	regen		-5	-5	light		-3	-3	mana-kill		4	4	rep-dur	5			charged	130	50	10	0
Runeword241	Virginity	1		orb									r01	r14					howl		50	75	light		3	3	att		75	75	sor		1	1	dur		15	50									0
Runeword242	Corruption	1		mele									r11	r23	r02	r22			lifesteal		12	12	hit-skill	92	5	10	att-undead		150	150	dmg-undead		250	250	openwounds		50	80	light		-3	-3	regen		-8	-8	0
Runeword243	Order	1		scep									r05	r08	r02				reduce-ac		-100	-100	dmg-fire		30	120	att-undead		200	200	dmg-undead		400	400	light		3	3	rep-dur	5			ac		30	50	0
Runeword244	Coincidence	1		mele	shld								r27	r14	r04				hit-skill	44	5	10	ac-miss		100	100	dmg%		100	100	howl		50	50	regen		8	8	rep-dur	5			allskills		1	1	0
Runeword245	Conjunction	1		weap	boot								r15	r13	r25				ease		-30	-30	swing2		40	40	att%		50	50	res-fire-max		10	10	move2		30	30	rep-dur	5			allskills		1	1	0
Runeword246	Inversion	1		wand									r33	r30					crush		80	100	dmg-norm		30	60	ignore-ac		1	1	swing3		100	100	knock		1	1	nec		5	5	rep-dur	5			0
Runeword247	Catastrophe	1		glov	mele								r09	r04					hit-skill	56	5	5	ac-miss		60	60	dmg-ltng		4	200	light		5	5	regen		-5	-5	dmg-norm		10	30					0
Runeword248	Panic	1		glov									r05	r13					ignore-ac		1	1	swing3		20	30	regen		-5	-5	light		-2	-2	rep-dur	5											0
Runeword249	Parallel	1		boot									r31	r04	r12				red-dmg		20	20	slow		50	70	ac-miss		100	100	move3		100	100	rep-dur	5											0
Runeword250	Criss Cross	1		xbow									r28	r32	r10	r07	r13		swing3		100	100	deadly		80	100	dmg-cold	300	80	240	dmg-pois	50	400	400	pierce		1	1	ignore-ac		1	1	dmg-fire		100	400	0
Runeword251	Malevolent	1		mele									r30	r33	r11	r13	r14		howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword252	Cavalier	1		tors	ashd								r27	r21	r07	r19	r31		hp%		100	100	ac%		150	150	res-pois-len		100	100	pal	-16	7	7	str		75	75	res-all		40	40	rep-dur	5			0
Runeword253	Accord	1		tors	shld								r22	r21	r09				res-all		30	30	ac%		75	75	light		5	5	allskills		2	2	charged	58	50	15	rep-dur	5							0
Runeword254	Slither	1		miss									r04	r06	r03				hit-skill	38	5	5	dmg-max		10	30	pierce		10	40	light		2	2	ama		1	1	mana-kill		2	2	dmg-min		4	8	0
Runeword255	Silk	1		tors									r30	r22	r12	r11	r21		red-dmg%		30	30	res-all		30	30	red-dmg		25	25	thorns		25	25	sor		3	3	light		3	3	ac%		200	200	0
Runeword256	Synchronicity	1		shld	tors								r29	r17	r21	r06			dmg-to-mana		25	25	mana%		20	20	ac%		200	200	enr		40	40	charged	58	50	15	dur		40	60	light		5	5	0
Runeword257	Bat Out of Hell	1		mele									r13	r32	r27	r07	r04		swing3		100	100	freeze		1	2	dmg%		100	100	dmg-pois	100	400	400	ignore-ac		1	1	dru		4	4	rep-dur	5			0
Runeword258	Hellspawn	1		tors									r11	r30	r21	r23	r04		nec		4	4	red-dmg%		25	25	thorns		30	30	ac%		150	150	red-mag		30	30	ac-miss		200	200	rep-dur	5			0
Runeword259	Cyclops	1		helm									r19	r16	r06				str		75	75	vit		50	50	dmg-max		100	100	light		-6	-6	rep-dur	5			ac-miss		100	100	dmg-min		50	50	0
Runeword260	Capricorn	1		boot	tors	shld	helm						r24	r17	r07				mag%		15	30	enr		20	40	res-pois		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword261	Aries	1		boot	tors	shld	helm						r24	r17	r08				mag%		15	30	enr		20	40	res-fire		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword262	Pisces	1		boot	tors	shld	helm						r24	r17	r09				mag%		15	30	enr		20	40	res-ltng		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword263	Sagittarius	1		boot	tors	shld	helm						r24	r16	r10				mag%		15	30	vit		20	40	res-cold		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword264	Scorpio	1		boot	tors	shld	helm						r24	r16	r07				mag%		15	30	vit		20	40	res-pois		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword265	Virgo	1		boot	tors	shld	helm						r24	r16	r08				mag%		15	30	vit		20	40	res-fire		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword266	Aquarius	1		boot	tors	shld	helm						r24	r18	r09				mag%		15	30	dex		20	40	res-ltng		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword267	Gemini	1		boot	tors	shld	helm						r24	r18	r10				mag%		15	30	dex		20	40	res-cold		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword268	Taurus	1		boot	tors	shld	helm						r24	r18	r07				mag%		15	30	dex		20	40	res-pois		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword269	Cancer	1		boot	tors	shld	helm						r24	r19	r08				mag%		15	30	str		20	40	res-fire		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword270	Libra	1		boot	tors	shld	helm						r24	r19	r09				mag%		15	30	str		20	40	res-ltng		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword271	Leo	1		boot	tors	shld	helm						r24	r19	r10				mag%		15	30	str		20	40	res-cold		30	50	allskills		1	3	rep-dur	5			light		1	1					0
Runeword272	Zodiac	1		boot	tors	shld	helm						r24	r20	r22				mag%		15	30	gold%		75	100	res-all		20	30	allskills		4	6	rep-dur	5			light		1	1					0
Runeword273	Arrogance	1		mele									r25	r11					ignore-ac		1	1	lifesteal		10	10	light		3	3	swing3		30	30	rep-dur	10			gold%		-30	-30	mag%		-10	-10	0
Runeword274	Yin	1		mele									r30	r14	r13	r06	r04		bar		4	4	crush		50	50	howl		50	100	swing3		100	100	dmg-max		100	100	hit-skill	87	5	10	rep-dur	5			0
Runeword275	Yang	1		mele									r32	r22	r03	r23	r12		bar		4	4	freeze		1	2	openwounds		100	100	hit-skill	66	5	10	mana-kill		8	8	dmg-min		50	50	rep-dur	5			0
Runeword276	Apostle	1		ashd									r23	r21	r22				red-mag		20	20	ac%		100	100	res-all		30	30	block3		30	30	pal		2	2	rep-dur	5							0
Runeword277	Pooh	1		orb									r11	r14	r26				manasteal		15	15	howl		100	100	lifesteal		10	10	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword278	Piglet	1		orb									r07	r14	r26				manasteal		15	15	howl		100	100	dmg-pois	50	300	300	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword279	Eyore	1		orb									r09	r14	r26				manasteal		15	15	howl		100	100	dmg-ltng		12	300	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword280	Tigger	1		orb									r08	r14	r26				manasteal		15	15	howl		100	100	dmg-fire		60	240	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword281	Kanga	1		orb									r10	r14	r26				manasteal		15	15	howl		100	100	dmg-cold	300	36	144	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword282	Roo	1		orb									r30	r14	r26				manasteal		15	15	howl		100	100	crush		75	95	light		5	5	dmg-norm		20	30	rep-dur	5			sor		2	2	0
Runeword283	Horacer77	1		weap									r06	r08					dmg-max		10	15	dmg-fire		10	40	light		1	1	dur		10	40	dmg-min		5	5	swing1		10	10	move1		10	10	0
Runeword284	Fozzy	1		helm									r14	r21	r04				nec		1	1	ac-miss		150	150	regen		10	10	ac%		100	100	light		5	5	res-all		10	20	rep-dur	5			0
Runeword285	Grover	1		boot									r23	r14	r05				nec		2	2	red-mag		15	15	move2		30	30	regen		10	10	regen-mana		25	25	rep-dur	20							0
Runeword286	Cookie Monster	1		tors									r12	r16	r04	r11			nec		4	4	red-dmg		20	20	thorns		20	20	vit		30	30	ac-miss		100	100	rep-dur	20			light		5	5	0
Runeword287	Elmo	1		head									r30	r13	r18				nec		3	3	dex		30	30	red-dmg%		12	12	block2		30	30	rep-dur	5											0
Runeword288	Semantics	1		ashd									r32	r13	r02	r11	r21		ac%		150	150	nofreeze		1	1	block3		50	50	thorns		50	50	rep-dur	5			pal		4	4	str		30	30	0
Runeword289	Shout	1		helm									r06	r12	r18				dex		40	40	dmg-to-mana		25	25	red-dmg		30	30	charged	138	30	20	rep-dur	5			bar		1	1					0
Runeword290	Herald	1		pole									r14	r11	r25	r29	r28		deadly		50	100	howl		100	100	lifesteal		15	15	ignore-ac		1	1	hit-skill	44	5	10	hit-skill	74	5	15	rep-dur	5			0
Runeword291	Harbinger	1		tors	weap								r33	r23	r30	r29	r07		regen		8	8	crush		75	100	dmg%		50	100	slow		30	50	red-dmg%		20	20	dmg-pois	100	500	500	ass		5	5	0
Runeword292	Soothsayer	1		tors									r32	r24	r27	r10	r15		nofreeze		1	1	res-cold-max		10	10	res-cold		50	50	ease		-40	-40	gethit-skill	64	12	20	gethit-skill	44	15	20	charged	59	99	20	0
Runeword293	Phalanx	1		mele									r28	r22	r11	r06			openwounds		100	100	deadly		50	90	lifesteal		10	10	reduce-ac		-200	-200	ignore-ac		1	1	hit-skill	76	10	15	rep-dur	5			0
Runeword294	Quandry	1		h2h									r05	r11					lifesteal		10	10	dmg-ac		-75	-75	ass		1	1	dur		20	40	dmg-norm		10	20									0
Runeword295	Marksman	1		miss									r29	r22	r04	r28	r25		ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword296	Paradox	1		staf									r08	r10	r32	r04			dmg-fire		20	80	dmg-cold	150	30	60	hit-skill	74	5	10	hit-skill	56	5	10	hit-skill	44	5	10	light		3	3	rep-dur	5			0
Runeword297	Paradigm	1		shld									r23	r12	r14	r02			red-mag		20	20	red-dmg		20	20	regen		10	10	block		15	15	ac-miss		50	50	light		2	2	rep-dur	5			0
Runeword298	Epilogue	1		weap									r25	r31	r14	r13			swing3		100	100	howl		100	100	ignore-ac		1	1	slow		50	50	dmg-fire		50	300	dmg-ltng		30	400	rep-dur	5			0
Runeword299	Epoch	1		weap									r21	r23	r02	r06			att-demon		300	300	dmg-demon		450	450	demon-heal		20	20	att-undead		100	100	dmg-undead		150	150	hit-skill	66	5	10	dmg-max		100	100	0
Runeword300	Requiem	1		helm	circ								r24	r29	r13				balance2		30	30	mana%		20	20	mag%		50	50	regen-mana		25	25	ac-miss		100	100	ac		50	50	rep-dur	5			0
Runeword301	Endgame	1		mele									r22	r23	r33	r06	r28		deadly		90	100	openwounds		100	100	ignore-ac		1	1	dmg-norm		60	100	dmg/lvl	4			freeze		1	2	knock		1	1	0
Runeword302	Brass	1		tors									r02	r06					stamdrain		15	25	dmg-to-mana		15	25	ac		15	25	move1		15	25	rep-dur	5											0
Runeword303	Glass	1		tors									r02	r03					stamdrain		15	25	mana-kill		2	3	ac		10	20	move1		5	15	rep-dur	5											0
Runeword304	Thread	1		miss									r06	r04					hit-skill	49	5	10	dmg-max		5	15	dmg-ac		-15	-25	dmg-min		1	3													0
