Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Act 1 Chest B			4	25	100	300	500	20	Gold1	50	Act 1 Junk	15	Act 1 Equip B	30	Act 1 Good	15	Potion 1	2	Gremlin Main	1	Gremlin 2	1							0
Act 1 Chest C			4	25	100	300	500	20	Gold1	50	Act 1 Junk	15	Act 1 Equip C	30	Act 1 Good	15	Potion 1	2	Gremlin Main	1	Gremlin 3	1							0
Act 2 Chest A			4	25	100	300	500	20	Gold1	50	Act 2 Junk	15	Act 2 Equip A	30	Act 2 Good	15	Potion 2	2	Gremlin Main	1	Gremlin 4	1							0
Act 2 Chest B			4	25	100	300	500	20	Gold1	50	Act 2 Junk	15	Act 2 Equip B	30	Act 2 Good	15	Potion 2	2	Gremlin Main	1	Gremlin 5	1							0
Act 2 Chest C			4	25	100	300	500	20	Gold1	50	Act 2 Junk	15	Act 2 Equip C	30	Act 2 Good	15	Potion 2	2	Gremlin Main	1	Gremlin 6	1							0
Act 3 Chest A			4	25	100	300	500	20	Gold1	50	Act 3 Junk	15	Act 3 Equip A	30	Act 3 Good	15	Potion 3	2	Gremlin Main	1	Gremlin 7	1							0
Act 3 Chest B			4	25	100	300	500	20	Gold1	50	Act 3 Junk	15	Act 3 Equip B	30	Act 3 Good	15	Potion 3	2	Gremlin Main	1	Gremlin 8	1							0
Act 3 Chest C			4	25	100	300	500	20	Gold1	50	Act 3 Junk	15	Act 3 Equip C	30	Act 3 Good	15	Potion 3	2	Gremlin Main	1	Gremlin 9	1							0
Act 4 Chest A			4	25	100	300	500	20	Gold1	50	Act 4 Junk	15	Act 4 Equip A	30	Act 4 Good	15	Potion 4	2	Gremlin Main	1	Gremlin 10	1							0
Act 4 Chest B			4	25	100	300	500	20	Gold1	50	Act 4 Junk	15	Act 4 Equip B	30	Act 4 Good	15	Potion 4	2	Gremlin Main	1	Gremlin 11	1							0
Act 4 Chest C			4	25	100	300	500	20	Gold1	50	Act 4 Junk	15	Act 4 Equip B	30	Act 4 Good	15	Potion 4	2	Gremlin Main	1	Gremlin 12	1							0
Act 5 Chest A			4	25	100	300	500	20	Gold1	50	Act 5 Junk	15	Act 5 Equip A	30	Act 5 Good	15	Potion 5	2	Gremlin Main	1	Gremlin 13	1							0
Act 5 Chest B			4	25	100	300	500	20	Gold1	50	Act 5 Junk	15	Act 5 Equip B	30	Act 5 Good	15	Potion 5	2	Gremlin Main	1	Gremlin 14	1							0
Act 5 Chest C			4	25	100	300	500	20	Gold1	50	Act 5 Junk	15	Act 5 Equip C	30	Act 5 Good	15	Potion 5	2	Gremlin Main	1	Gremlin 15	1							0
Act 1 (N) Chest A			4	25	100	300	500	30	Gold1 (N)	50	Act 1 (N) Junk	15	Act 1 (N) Equip A	10	Act 1 (N) Good	5	Potion 1 (N)	2	Gremlin Main	2	Gremlin 16	2							0
Act 1 (N) Chest B			4	25	100	300	500	30	Gold1 (N)	50	Act 1 (N) Junk	15	Act 1 (N) Equip B	10	Act 1 (N) Good	5	Potion 1 (N)	2	Gremlin Main	2	Gremlin 17	2							0
Act 1 (N) Chest C			4	25	100	300	500	30	Gold1 (N)	50	Act 1 (N) Junk	15	Act 1 (N) Equip B	10	Act 1 (N) Good	5	Potion 1 (N)	2	Gremlin Main	2	Gremlin 18	2							0
Act 2 (N) Chest A			4	25	100	300	500	30	Gold1 (N)	50	Act 2 (N) Junk	15	Act 2 (N) Equip A	10	Act 2 (N) Good	5	Potion 2 (N)	2	Gremlin Main	2	Gremlin 19	2							0
Act 2 (N) Chest B			4	25	100	300	500	30	Gold1 (N)	50	Act 2 (N) Junk	15	Act 2 (N) Equip B	10	Act 2 (N) Good	5	Potion 2 (N)	2	Gremlin Main	2	Gremlin 20	2							0
Act 2 (N) Chest C			4	25	100	300	500	30	Gold1 (N)	50	Act 2 (N) Junk	15	Act 2 (N) Equip B	10	Act 2 (N) Good	5	Potion 2 (N)	2	Gremlin Main	2	Gremlin 21	2							0
Act 3 (N) Chest A			4	25	100	300	500	30	Gold1 (N)	50	Act 3 (N) Junk	15	Act 3 (N) Equip A	10	Act 3 (N) Good	5	Potion 3 (N)	2	Gremlin Main	2	Gremlin 22	2							0
Act 3 (N) Chest B			4	25	100	300	500	30	Gold1 (N)	50	Act 3 (N) Junk	15	Act 3 (N) Equip B	10	Act 3 (N) Good	5	Potion 3 (N)	2	Gremlin Main	2	Gremlin 23	2							0
Act 3 (N) Chest C			4	25	100	300	500	30	Gold1 (N)	50	Act 3 (N) Junk	15	Act 3 (N) Equip B	10	Act 3 (N) Good	5	Potion 3 (N)	2	Gremlin Main	2	Gremlin 24	2							0
Act 4 (N) Chest A			4	25	100	300	500	30	Gold1 (N)	50	Act 4 (N) Junk	15	Act 4 (N) Equip A	10	Act 4 (N) Good	5	Potion 4 (N)	2	Gremlin Main	2	Gremlin 25	2							0
Act 4 (N) Chest B			4	25	100	300	500	30	Gold1 (N)	50	Act 4 (N) Junk	15	Act 4 (N) Equip B	10	Act 4 (N) Good	5	Potion 4 (N)	2	Gremlin Main	2	Gremlin 26	2							0
Act 4 (N) Chest C			4	25	100	300	500	30	Gold1 (N)	50	Act 4 (N) Junk	15	Act 4 (N) Equip C	10	Act 4 (N) Good	5	Potion 4 (N)	2	Gremlin Main	2	Gremlin 27	2							0
Act 5 (N) Chest A			4	25	100	300	500	30	Gold1 (N)	50	Act 5 (N) Junk	15	Act 5 (N) Equip A	10	Act 5 (N) Good	5	Potion 5 (N)	2	Gremlin Main	2	Gremlin 28	2							0
Act 5 (N) Chest B			4	25	100	300	500	30	Gold1 (N)	50	Act 5 (N) Junk	15	Act 5 (N) Equip B	10	Act 5 (N) Good	5	Potion 5 (N)	2	Gremlin Main	2	Gremlin 29	2							0
Act 5 (N) Chest C			4	25	100	300	500	30	Gold1 (N)	50	Act 5 (N) Junk	15	Act 5 (N) Equip B	10	Act 5 (N) Good	5	Potion 5 (N)	2	Gremlin Main	2	Gremlin 30	2							0
Act 1 (H) Chest A			4	25	100	300	500	40	Gold1 (H)	50	Act 1 (H) Junk	15	Act 1 (H) Equip A	10	Act 1 (H) Good	5	Potion 1 (H)	2	Gremlin Main	2	Gremlin 31	2							0
Act 1 (H) Chest B			4	25	100	300	500	40	Gold1 (H)	50	Act 1 (H) Junk	15	Act 1 (H) Equip B	10	Act 1 (H) Good	5	Potion 1 (H)	2	Gremlin Main	2	Gremlin 32	2							0
Act 1 (H) Chest C			4	25	100	300	500	40	Gold1 (H)	50	Act 1 (H) Junk	15	Act 1 (H) Equip B	10	Act 1 (H) Good	5	Potion 1 (H)	2	Gremlin Main	2	Gremlin 33	2							0
Act 2 (H) Chest A			4	25	100	300	500	40	Gold1 (H)	50	Act 2 (H) Junk	15	Act 2 (H) Equip A	10	Act 2 (H) Good	5	Potion 2 (H)	2	Gremlin Main	4									0
Act 2 (H) Chest B			4	25	100	300	500	40	Gold1 (H)	50	Act 2 (H) Junk	15	Act 2 (H) Equip B	10	Act 2 (H) Good	5	Potion 2 (H)	2	Gremlin Main	4									0
Act 2 (H) Chest C			4	25	100	300	500	40	Gold1 (H)	50	Act 2 (H) Junk	15	Act 2 (H) Equip B	10	Act 2 (H) Good	5	Potion 2 (H)	2	Gremlin Main	4									0
Act 3 (H) Chest A			4	25	100	300	500	40	Gold1 (H)	50	Act 3 (H) Junk	15	Act 3 (H) Equip A	10	Act 3 (H) Good	5	Potion 3 (H)	2	Gremlin Main	4									0
Act 3 (H) Chest B			4	25	100	300	500	40	Gold1 (H)	50	Act 3 (H) Junk	15	Act 3 (H) Equip B	10	Act 3 (H) Good	5	Potion 3 (H)	2	Gremlin Main	4									0
Act 3 (H) Chest C			4	25	100	300	500	40	Gold1 (H)	50	Act 3 (H) Junk	15	Act 3 (H) Equip B	10	Act 3 (H) Good	5	Potion 3 (H)	2	Gremlin Main	4									0
Act 4 (H) Chest A			4	25	100	300	500	40	Gold1 (H)	50	Act 4 (H) Junk	15	Act 4 (H) Equip A	10	Act 4 (H) Good	5	Potion 4 (H)	2	Gremlin Main	4									0
Act 4 (H) Chest B			4	25	100	300	500	40	Gold1 (H)	50	Act 4 (H) Junk	15	Act 4 (H) Equip B	10	Act 4 (H) Good	5	Potion 4 (H)	2	Gremlin Main	4									0
Act 4 (H) Chest C			4	25	100	300	500	40	Gold1 (H)	50	Act 4 (H) Junk	15	Act 4 (H) Equip B	10	Act 4 (H) Good	5	Potion 4 (H)	2	Gremlin Main	4									0
Act 5 (H) Chest A			4	25	100	300	500	40	Gold1 (H)	50	Act 5 (H) Junk	15	Act 5 (H) Equip A	10	Act 5 (H) Good	5	Potion 5 (H)	2	Gremlin Main	4									0
Act 5 (H) Chest B			4	25	100	300	500	40	Gold1 (H)	50	Act 5 (H) Junk	15	Act 5 (H) Equip B	10	Act 5 (H) Good	5	Potion 5 (H)	2	Gremlin Main	4									0
Act 5 (H) Chest C			4	25	100	300	500	40	Gold1 (H)	50	Act 5 (H) Junk	15	Act 5 (H) Equip B	10	Act 5 (H) Good	5	Potion 5 (H)	2	Gremlin Main	4									0
Act 1 H2H A			1	25	100	300	500	40	Gold1	30	Act 1 Equip A	16	Act 1 Junk	21	Act 1 Good	2													0
Act 1 H2H B			1	25	100	300	500	40	Gold1	30	Act 1 Equip B	16	Act 1 Junk	21	Act 1 Good	2													0
Act 1 H2H C			1	25	100	300	500	40	Gold1	30	Act 1 Equip C	16	Act 1 Junk	21	Act 1 Good	2													0
Act 2 H2H A			1	25	100	300	500	40	Gold1	30	Act 2 Equip A	16	Act 2 Junk	21	Act 2 Good	2													0
Act 2 H2H B			1	25	100	300	500	40	Gold1	30	Act 2 Equip B	16	Act 2 Junk	21	Act 2 Good	2													0
Act 2 H2H C			1	25	100	300	500	40	Gold1	30	Act 2 Equip C	16	Act 2 Junk	21	Act 3 Good	2													0
Act 3 H2H A			1	25	100	300	500	40	Gold1	30	Act 3 Equip A	16	Act 3 Junk	21	Act 3 Good	2													0
Act 3 H2H B			1	25	100	300	500	40	Gold1	30	Act 3 Equip B	16	Act 3 Junk	21	Act 3 Good	2													0
Act 3 H2H C			1	25	100	300	500	40	Gold1	30	Act 3 Equip C	16	Act 3 Junk	21	Act 3 Good	2													0
Act 4 H2H A			1	25	100	300	500	40	Gold1	30	Act 4 Equip A	16	Act 4 Junk	21	Act 4 Good	2													0
Act 4 H2H B			1	25	100	300	500	40	Gold1	30	Act 4 Equip B	16	Act 4 Junk	21	Act 4 Good	2													0
Act 5 H2H A			1	25	100	300	500	40	Gold1	30	Act 5 Equip A	16	Act 5 Junk	21	Act 5 Good	2													0
Act 5 H2H B			1	25	100	300	500	40	Gold1	30	Act 5 Equip B	16	Act 5 Junk	21	Act 5 Good	2													0
Act 5 H2H C			1	25	100	300	500	40	Gold1	30	Act 5 Equip C	16	Act 5 Junk	21	Act 5 Good	2													0
Act 1 (N) H2H A			1	25	100	300	500	50	Gold1 (N)	30	Act 1 (N) Equip A	16	Act 1 (N) Junk	21	Act 1 (N) Good	2													0
Act 1 (N) H2H B			1	25	100	300	500	50	Gold1 (N)	30	Act 1 (N) Equip B	16	Act 1 (N) Junk	21	Act 1 (N) Good	2													0
Act 1 (N) H2H C			1	25	100	300	500	50	Gold1 (N)	30	Act 1 (N) Equip B	16	Act 1 (N) Junk	21	Act 1 (N) Good	2													0
Act 2 (N) H2H A			1	25	100	300	500	50	Gold1 (N)	30	Act 2 (N) Equip A	16	Act 2 (N) Junk	21	Act 2 (N) Good	2													0
Act 2 (N) H2H B			1	25	100	300	500	50	Gold1 (N)	30	Act 2 (N) Equip B	16	Act 2 (N) Junk	21	Act 2 (N) Good	2													0
Act 2 (N) H2H C			1	25	100	300	500	50	Gold1 (N)	30	Act 2 (N) Equip B	16	Act 2 (N) Junk	21	Act 2 (N) Good	2													0
Act 3 (N) H2H A			1	25	100	300	500	50	Gold1 (N)	30	Act 3 (N) Equip A	16	Act 3 (N) Junk	21	Act 3 (N) Good	2													0
Act 3 (N) H2H B			1	25	100	300	500	50	Gold1 (N)	30	Act 3 (N) Equip B	16	Act 3 (N) Junk	21	Act 3 (N) Good	2													0
Act 3 (N) H2H C			1	25	100	300	500	50	Gold1 (N)	30	Act 3 (N) Equip B	16	Act 3 (N) Junk	21	Act 3 (N) Good	2													0
Act 4 (N) H2H A			1	25	100	300	500	50	Gold1 (N)	30	Act 4 (N) Equip A	16	Act 4 (N) Junk	21	Act 4 (N) Good	2													0
Act 4 (N) H2H B			1	25	100	300	500	50	Gold1 (N)	30	Act 4 (N) Equip B	16	Act 4 (N) Junk	21	Act 4 (N) Good	2													0
Act 5 (N) H2H A			1	25	100	300	500	50	Gold1 (N)	30	Act 5 (N) Equip A	16	Act 5 (N) Junk	21	Act 5 (N) Good	2													0
Act 5 (N) H2H B			1	25	100	300	500	50	Gold1 (N)	30	Act 5 (N) Equip B	16	Act 5 (N) Junk	21	Act 5 (N) Good	2													0
Act 5 (N) H2H C			1	25	100	300	500	50	Gold1 (N)	30	Act 5 (N) Equip C	16	Act 5 (N) Junk	21	Act 5 (N) Good	2													0
Act 1 (H) H2H A			1	25	100	300	500	60	Gold1 (H)	30	Act 1 (H) Equip A	16	Act 1 (H) Junk	21	Act 1 (H) Good	2													0
Act 1 (H) H2H B			1	25	100	300	500	60	Gold1 (H)	30	Act 1 (H) Equip B	16	Act 1 (H) Junk	21	Act 1 (H) Good	2													0
Act 1 (H) H2H C			1	25	100	300	500	60	Gold1 (H)	30	Act 1 (H) Equip B	16	Act 1 (H) Junk	21	Act 1 (H) Good	2													0
Act 2 (H) H2H A			1	25	100	300	500	60	Gold1 (H)	30	Act 2 (H) Equip A	16	Act 1 (H) Junk	21	Act 2 (H) Good	2													0
Act 2 (H) H2H B			1	25	100	300	500	60	Gold1 (H)	30	Act 2 (H) Equip B	16	Act 1 (H) Junk	21	Act 2 (H) Good	2													0
Act 2 (H) H2H C			1	25	100	300	500	60	Gold1 (H)	30	Act 2 (H) Equip B	16	Act 1 (H) Junk	21	Act 2 (H) Good	2													0
Act 3 (H) H2H A			1	25	100	300	500	60	Gold1 (H)	30	Act 3 (H) Equip A	16	Act 1 (H) Junk	21	Act 3 (H) Good	2													0
Act 3 (H) H2H B			1	25	100	300	500	60	Gold1 (H)	30	Act 3 (H) Equip B	16	Act 1 (H) Junk	21	Act 3 (H) Good	2													0
Act 3 (H) H2H C			1	25	100	300	500	60	Gold1 (H)	30	Act 3 (H) Equip B	16	Act 1 (H) Junk	21	Act 3 (H) Good	2													0
Act 4 (H) H2H A			1	25	100	300	500	60	Gold1 (H)	30	Act 4 (H) Equip A	16	Act 1 (H) Junk	21	Act 4 (H) Good	2													0
Act 4 (H) H2H B			1	25	100	300	500	60	Gold1 (H)	30	Act 4 (H) Equip B	16	Act 1 (H) Junk	21	Act 4 (H) Good	2													0
Act 5 (H) H2H A			1	25	100	300	500	60	Gold1 (H)	30	Act 5 (H) Equip A	16	Act 1 (H) Junk	21	Act 5 (H) Good	2													0
Act 5 (H) H2H B			1	25	100	300	500	60	Gold1 (H)	30	Act 5 (H) Equip B	16	Act 1 (H) Junk	21	Act 5 (H) Good	2													0
Act 5 (H) H2H C			1	25	100	300	500	60	Gold1 (H)	30	Act 5 (H) Equip C	16	Act 1 (H) Junk	21	Act 5 (H) Good	2													0
Act 1 Cast A			1	25	100	300	500	40	Gold1	24	Act 1 Equip A	15	Act 1 Junk	18	Act 1 Good	2	Act 1 Magic A	7											0
Act 1 Cast B			1	25	100	300	500	40	Gold1	24	Act 1 Equip B	15	Act 1 Junk	18	Act 1 Good	2	Act 1 Magic B	7											0
Act 1 Cast C			1	25	100	300	500	40	Gold1	24	Act 1 Equip C	15	Act 1 Junk	18	Act 1 Good	2	Act 1 Magic C	7											0
Act 2 Cast A			1	25	100	300	500	40	Gold1	24	Act 2 Equip A	15	Act 2 Junk	18	Act 2 Good	2	Act 2 Magic A	7											0
Act 2 Cast B			1	25	100	300	500	40	Gold1	24	Act 2 Equip B	15	Act 2 Junk	18	Act 2 Good	2	Act 2 Magic B	7											0
Act 2 Cast C			1	25	100	300	500	40	Gold1	24	Act 2 Equip C	15	Act 2 Junk	18	Act 3 Good	2	Act 2 Magic C	7											0
Act 3 Cast A			1	25	100	300	500	40	Gold1	24	Act 3 Equip A	15	Act 3 Junk	18	Act 3 Good	2	Act 3 Magic A	7											0
Act 3 Cast B			1	25	100	300	500	40	Gold1	24	Act 3 Equip B	15	Act 3 Junk	18	Act 3 Good	2	Act 3 Magic B	7											0
Act 3 Cast C			1	25	100	300	500	40	Gold1	24	Act 3 Equip C	15	Act 3 Junk	18	Act 3 Good	2	Act 3 Magic C	7											0
Act 4 Cast A			1	25	100	300	500	40	Gold1	24	Act 4 Equip A	15	Act 4 Junk	18	Act 4 Good	2	Act 4 Magic A	7											0
Act 4 Cast B			1	25	100	300	500	40	Gold1	24	Act 4 Equip B	15	Act 4 Junk	18	Act 4 Good	2	Act 4 Magic B	7											0
Act 5 Cast A			1	25	100	300	500	40	Gold1	24	Act 5 Equip A	15	Act 5 Junk	18	Act 5 Good	2	Act 5 Magic A	7											0
Act 5 Cast B			1	25	100	300	500	40	Gold1	24	Act 5 Equip B	15	Act 5 Junk	18	Act 5 Good	2	Act 5 Magic B	7											0
Act 5 Cast C			1	25	100	300	500	40	Gold1	24	Act 5 Equip C	15	Act 5 Junk	18	Act 5 Good	2	Act 5 Magic C	7											0
Act 1 (N) Cast A			1	25	100	300	500	50	Gold1 (N)	24	Act 1 (N) Equip A	15	Act 1 (N) Junk	18	Act 1 (N) Good	2	Act 1 (N) Magic A	7											0
Act 1 (N) Cast B			1	25	100	300	500	50	Gold1 (N)	24	Act 1 (N) Equip B	15	Act 1 (N) Junk	18	Act 1 (N) Good	2	Act 1 (N) Magic B	7											0
Act 1 (N) Cast C			1	25	100	300	500	50	Gold1 (N)	24	Act 1 (N) Equip B	15	Act 1 (N) Junk	18	Act 1 (N) Good	2	Act 1 (N) Magic B	7											0
Act 2 (N) Cast A			1	25	100	300	500	50	Gold1 (N)	24	Act 2 (N) Equip A	15	Act 2 (N) Junk	18	Act 2 (N) Good	2	Act 2 (N) Magic A	7											0
Act 2 (N) Cast B			1	25	100	300	500	50	Gold1 (N)	24	Act 2 (N) Equip B	15	Act 2 (N) Junk	18	Act 2 (N) Good	2	Act 2 (N) Magic B	7											0
Act 2 (N) Cast C			1	25	100	300	500	50	Gold1 (N)	24	Act 2 (N) Equip B	15	Act 2 (N) Junk	18	Act 2 (N) Good	2	Act 2 (N) Magic B	7											0
Act 3 (N) Cast A			1	25	100	300	500	50	Gold1 (N)	24	Act 3 (N) Equip A	15	Act 3 (N) Junk	18	Act 3 (N) Good	2	Act 3 (N) Magic A	7											0
Act 3 (N) Cast B			1	25	100	300	500	50	Gold1 (N)	24	Act 3 (N) Equip B	15	Act 3 (N) Junk	18	Act 3 (N) Good	2	Act 3 (N) Magic B	7											0
Act 3 (N) Cast C			1	25	100	300	500	50	Gold1 (N)	24	Act 3 (N) Equip B	15	Act 3 (N) Junk	18	Act 3 (N) Good	2	Act 3 (N) Magic B	7											0
Act 4 (N) Cast A			1	25	100	300	500	50	Gold1 (N)	24	Act 4 (N) Equip A	15	Act 4 (N) Junk	18	Act 4 (N) Good	2	Act 4 (N) Magic A	7											0
Act 4 (N) Cast B			1	25	100	300	500	50	Gold1 (N)	24	Act 4 (N) Equip B	15	Act 4 (N) Junk	18	Act 4 (N) Good	2	Act 4 (N) Magic B	7											0
Act 5 (N) Cast A			1	25	100	300	500	50	Gold1 (N)	24	Act 5 (N) Equip A	15	Act 5 (N) Junk	18	Act 5 (N) Good	2	Act 5 (N) Magic A	7											0
Act 5 (N) Cast B			1	25	100	300	500	50	Gold1 (N)	24	Act 5 (N) Equip B	15	Act 5 (N) Junk	18	Act 5 (N) Good	2	Act 5 (N) Magic B	7											0
Act 5 (N) Cast C			1	25	100	300	500	50	Gold1 (N)	24	Act 5 (N) Equip C	15	Act 5 (N) Junk	18	Act 5 (N) Good	2	Act 5 (N) Magic B	7											0
Act 1 (H) Cast A			1	25	100	300	500	60	Gold1 (H)	24	Act 1 (H) Equip A	15	Act 1 (H) Junk	18	Act 1 (H) Good	2	Act 1 (H) Magic A	7											0
Act 1 (H) Cast B			1	25	100	300	500	60	Gold1 (H)	24	Act 1 (H) Equip B	15	Act 1 (H) Junk	18	Act 1 (H) Good	2	Act 1 (H) Magic B	7											0
Act 1 (H) Cast C			1	25	100	300	500	60	Gold1 (H)	24	Act 1 (H) Equip B	15	Act 1 (H) Junk	18	Act 1 (H) Good	2	Act 1 (H) Magic B	7											0
Act 2 (H) Cast A			1	25	100	300	500	60	Gold1 (H)	24	Act 2 (H) Equip A	15	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Magic A	7											0
Act 2 (H) Cast B			1	25	100	300	500	60	Gold1 (H)	24	Act 2 (H) Equip B	15	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Magic B	7											0
Act 2 (H) Cast C			1	25	100	300	500	60	Gold1 (H)	24	Act 2 (H) Equip B	15	Act 1 (H) Junk	18	Act 2 (H) Good	2	Act 2 (H) Magic B	7											0
Act 3 (H) Cast A			1	25	100	300	500	60	Gold1 (H)	24	Act 3 (H) Equip A	15	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Magic A	7											0
Act 3 (H) Cast B			1	25	100	300	500	60	Gold1 (H)	24	Act 3 (H) Equip B	15	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Magic B	7											0
Act 3 (H) Cast C			1	25	100	300	500	60	Gold1 (H)	24	Act 3 (H) Equip B	15	Act 1 (H) Junk	18	Act 3 (H) Good	2	Act 3 (H) Magic B	7											0
Act 4 (H) Cast A			1	25	100	300	500	60	Gold1 (H)	24	Act 4 (H) Equip A	15	Act 1 (H) Junk	18	Act 4 (H) Good	2	Act 4 (H) Magic A	7											0
Act 4 (H) Cast B			1	25	100	300	500	60	Gold1 (H)	24	Act 4 (H) Equip B	15	Act 1 (H) Junk	18	Act 4 (H) Good	2	Act 4 (H) Magic B	7											0
Act 5 (H) Cast A			1	25	100	300	500	60	Gold1 (H)	24	Act 5 (H) Equip A	15	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Magic A	7											0
Act 5 (H) Cast B			1	25	100	300	500	60	Gold1 (H)	24	Act 5 (H) Equip B	15	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Magic B	7											0
Act 5 (H) Cast C			1	25	100	300	500	60	Gold1 (H)	24	Act 5 (H) Equip C	15	Act 1 (H) Junk	18	Act 5 (H) Good	2	Act 5 (H) Magic B	7											0
Act 1 Miss A			1	25	100	300	500	40	Gold1	50	Act 1 Equip A	16	Act 1 Junk	24	Act 1 Good	3	Act 1 Bow A	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 1 Miss B			1	25	100	300	500	40	Gold1	50	Act 1 Equip B	16	Act 1 Junk	24	Act 1 Good	3	Act 1 Bow B	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 1 Miss C			1	25	100	300	500	40	Gold1	50	Act 1 Equip C	16	Act 1 Junk	24	Act 1 Good	3	Act 1 Bow C	6	aqv	2	cqv	2	bpq	2	xpq	2			0
Act 2 Miss A			1	25	100	300	500	40	Gold1	50	Act 2 Equip A	16	Act 2 Junk	24	Act 2 Good	3	Act 2 Bow A	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 2 Miss B			1	25	100	300	500	40	Gold1	50	Act 2 Equip B	16	Act 2 Junk	24	Act 2 Good	3	Act 2 Bow B	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 2 Miss C			1	25	100	300	500	40	Gold1	50	Act 2 Equip C	16	Act 2 Junk	24	Act 3 Good	3	Act 2 Bow C	6	aqv	2	cqv	2	bpq	2	xpq	2			0
Act 3 Miss A			1	25	100	300	500	40	Gold1	50	Act 3 Equip A	16	Act 3 Junk	24	Act 3 Good	3	Act 3 Bow A	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 3 Miss B			1	25	100	300	500	40	Gold1	50	Act 3 Equip B	16	Act 3 Junk	24	Act 3 Good	3	Act 3 Bow B	6	aqv	1	cqv	1	bpq	1	xpq	1			0
Act 3 Miss C			1	25	100	300	500	40	Gold1	50	Act 3 Equip C	16	Act 3 Junk	24	Act 3 Good	3	Act 3 Bow C	6	aqv	2	cqv	2	bpq	2	xpq	2			0
Act 4 Miss A			1	25	100	300	500	40	Gold1	50	Act 4 Equip A	16	Act 4 Junk	24	Act 4 Good	3	Act 4 Bow A	6	aqv	2	cqv	2	bpq	1	xpq	1			0
Act 4 Miss B			1	25	100	300	500	40	Gold1	50	Act 4 Equip B	16	Act 4 Junk	24	Act 4 Good	3	Act 4 Bow B	6	aqv	3	cqv	3	bpq	2	xpq	2			0
Act 5 Miss A			1	25	100	300	500	40	Gold1	50	Act 5 Equip A	16	Act 5 Junk	24	Act 5 Good	3	Act 5 Bow A	6	aqv	2	cqv	2	bpq	1	xpq	1			0
Act 5 Miss B			1	25	100	300	500	40	Gold1	50	Act 5 Equip B	16	Act 5 Junk	24	Act 5 Good	3	Act 5 Bow B	6	aqv	3	cqv	3	bpq	2	xpq	2			0
Act 5 Miss C			1	25	100	300	500	40	Gold1	50	Act 5 Equip C	16	Act 5 Junk	24	Act 5 Good	3	Act 5 Bow B	6	aqv	4	cqv	4	mqv	3	bqv	3			0
Act 1 (N) Miss A			1	25	100	300	500	55	Gold1 (N)	50	Act 1 (N) Equip A	16	Act 1 (N) Junk	24	Act 1 (N) Good	3	Act 1 (N) Bow A	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 1 (N) Miss B			1	25	100	300	500	55	Gold1 (N)	50	Act 1 (N) Equip B	16	Act 1 (N) Junk	24	Act 1 (N) Good	3	Act 1 (N) Bow B	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 1 (N) Miss C			1	25	100	300	500	55	Gold1 (N)	50	Act 1 (N) Equip B	16	Act 1 (N) Junk	24	Act 1 (N) Good	3	Act 1 (N) Bow B	6	bpq	2	xpq	2	mqv	2	bqv	2			0
Act 2 (N) Miss A			1	25	100	300	500	55	Gold1 (N)	50	Act 2 (N) Equip A	16	Act 2 (N) Junk	24	Act 2 (N) Good	3	Act 2 (N) Bow A	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 2 (N) Miss B			1	25	100	300	500	55	Gold1 (N)	50	Act 2 (N) Equip B	16	Act 2 (N) Junk	24	Act 2 (N) Good	3	Act 2 (N) Bow B	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 2 (N) Miss C			1	25	100	300	500	55	Gold1 (N)	50	Act 2 (N) Equip B	16	Act 2 (N) Junk	24	Act 2 (N) Good	3	Act 2 (N) Bow B	6	bpq	2	xpq	2	mqv	2	bqv	2			0
Act 3 (N) Miss A			1	25	100	300	500	55	Gold1 (N)	50	Act 3 (N) Equip A	16	Act 3 (N) Junk	24	Act 3 (N) Good	3	Act 3 (N) Bow A	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 3 (N) Miss B			1	25	100	300	500	55	Gold1 (N)	50	Act 3 (N) Equip B	16	Act 3 (N) Junk	24	Act 3 (N) Good	3	Act 3 (N) Bow B	6	bpq	1	xpq	1	mqv	1	bqv	1			0
Act 3 (N) Miss C			1	25	100	300	500	55	Gold1 (N)	50	Act 3 (N) Equip B	16	Act 3 (N) Junk	24	Act 3 (N) Good	3	Act 3 (N) Bow B	6	bpq	2	xpq	2	mqv	2	bqv	2			0
