name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	nameable
Falcon Mask	100	0	1	1	48	142	2	0	8	0	0	24	0	20	0	3332	58400	dr4	dr4	0	328	dr4		dr4	dr9	dre		0	2	2	1	3	1	flpdr4	invdr4			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Spirit Mask	100	0	1	1	73	184	2	0	10	0	0	24	0	24	0	5670	97100	dr5	dr5	0	328	dr1		dr5	dra	drf		0	2	2	1	3	1	flpdr1	invdr5			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Alpha Helm	100	0	1	1	138	304	6	0	13	0	0	24	0	35	0	16300	164122	dr6	dr6	0	328	dr1		dr1	dr6	drb		0	2	2	1	3	1	flpdr1	invalppa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	1
Griffon Headress	100	0	1	1	149	362	6	0	16	0	0	24	0	40	0	18564	164124	dr7	dr7	0	328	dr4		dr2	dr7	drc		0	2	2	1	3	1	flpdr4	invgrfpa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	1
Hunter's Guise	100	0	1	1	200	442	6	0	19	0	0	24	0	46	0	27768	164126	dr8	dr8	0	328	dr3		dr3	dr8	drd		0	2	2	1	3	1	flpdr3	invhunpa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Sacred Feathers	100	0	1	1	207	500	6	0	22	0	0	24	0	50	0	29518	164128	dr9	dr9	0	328	dr4		dr4	dr9	dre		0	2	2	1	3	1	flpdr4	invdr4			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Totemic Mask	100	0	1	1	249	572	6	0	25	0	0	24	0	55	0	38127	164130	dra	dra	0	328	dr1		dr5	dra	drf		0	2	2	1	3	1	flpdr1	invtotpa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Blood Spirt	100	0	1	1	321	774	6	0	30	0	0	24	0	62	0	61755	827828	drb	drb	0	328	dr1		dr1	dr6	drb		0	2	2	1	4	1	flpdr1	invblopa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Sun Spirit	100	0	1	1	347	840	6	0	35	0	0	24	0	69	0	68617	827830	drc	drc	0	328	dr4		dr2	dr7	drc		0	2	2	1	4	1	flpdr4	invdr2			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Earth Spirit	100	0	1	1	390	914	6	0	40	0	0	24	0	76	0	79730	827832	drd	drd	0	328	dr3		dr3	dr8	drd		0	2	2	1	4	1	flpdr3	invearpa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Sky Spirit	100	0	1	1	414	984	6	0	45	0	0	24	0	83	0	86575	827834	dre	dre	0	328	dr4		dr4	dr9	dre		0	2	2	1	4	1	flpdr4	invdr4			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Dream Spirit	100	0	1	1	453	1054	6	0	50	0	0	24	0	89	0	96435	827836	drf	drf	0	328	dr1		dr5	dra	drf		0	2	2	1	4	1	flpdr1	invdrepa			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Jawbone Cap	100	0	1	1	20	54	2	0	3	0	0	30	0	4	0	320	9500	ba1	ba1	0	328	ba1		ba1	ba6	bab		0	2	2	1	3	1	flpba1	invba1			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	1	0	1	255			5	0	0	xxx	xxx	1
Fanged Helm	100	0	1	1	32	80	2	0	6	0	0	42	0	8	0	750	16500	ba2	ba2	0	328	ba1		ba2	ba7	bac		0	2	2	1	3	1	flpba1	invba2			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Horned Helm	100	0	1	1	57	130	2	0	9	0	0	54	0	16	0	2750	41500	ba3	ba3	0	328	ba3		ba3	ba8	bad		0	2	2	1	3	1	flpba3	invba3			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Assault Helmet	100	0	1	1	75	164	2	0	12	0	0	60	0	20	0	3420	58720	ba4	ba4	0	328	ba5		ba4	ba9	bae		0	2	2	1	3	1	flpba5	invba4			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Avenger Guard	100	0	1	1	92	230	2	0	15	0	0	66	0	24	0	5785	98560	ba5	ba5	0	328	ba5		ba5	baa	baf		0	2	2	1	3	1	flpba5	invba5			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Jawbone Visor	100	0	1	1	142	322	6	0	20	0	0	30	0	33	0	16603	164122	ba6	ba6	0	328	ba1		ba1	ba6	bab		0	2	2	1	3	1	flpba1	invba1			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			5	0	0	xxx	xxx	1
Lion Helm	100	0	1	1	174	384	6	0	26	0	0	42	0	38	0	21378	164124	ba7	ba7	0	328	ba1		ba2	ba7	bac		0	2	2	1	3	1	flpba1	invba2			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			5	0	0	xxx	xxx	1
Rage Mask	100	0	1	1	217	470	6	0	33	0	0	54	0	44	0	30063	164126	ba8	ba8	0	328	ba3		ba3	ba8	bad		0	2	2	1	3	1	flpba3	invragpm			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Savage Helmet	100	0	1	1	247	532	6	0	41	0	0	60	0	49	0	36398	164128	ba9	ba9	0	328	ba5		ba4	ba9	bae		0	2	2	1	3	1	flpba5	invba4			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Slayer Guard	100	0	1	1	279	640	6	0	50	0	0	66	0	54	0	46633	164130	baa	baa	0	328	ba5		ba5	baa	baf		0	2	2	1	3	1	flpba5	invba5			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Carnage Helm	100	0	1	1	323	780	6	0	60	0	0	30	0	60	0	60650	827836	bab	bab	0	328	ba1		ba1	ba6	bab		0	2	2	1	4	1	flpba1	invba1			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Fury Visor	100	0	1	1	357	850	6	0	70	0	0	42	0	66	0	68211	827838	bac	bac	0	328	ba1		ba2	ba7	bac		0	2	2	1	4	1	flpba1	invba2			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Destroyer Helm	100	0	1	1	396	926	6	0	80	0	0	54	0	73	0	78881	827840	bad	bad	0	328	ba3		ba3	ba8	bad		0	2	2	1	4	1	flpba3	invba3			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Conquerer Crown	100	0	1	1	431	994	6	0	90	0	0	60	0	80	0	88278	827842	bae	bae	0	328	ba5		ba4	ba9	bae		0	2	2	1	4	1	flpba5	invba4			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Guardian Crown	100	0	1	1	465	1082	6	0	100	0	0	66	0	87	0	100124	827844	baf	baf	0	328	ba5		ba5	baa	baf		0	2	2	1	4	1	flpba5	invba5			0	0	0	0	0	0	0		0	0	0	phlm		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	1
Targe	100	0	1	1	17	44	6	0	3	0	10	24	0	4	0	384	12634	pa1	pa1	0	304	pa1		pa1	pa6	pab		7	2	2	1	4	2	flppa1	invpa1			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		1	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	1	0	1	255			0	0	0	xxx	xxx	1
Rondache	100	0	1	1	25	72	7	0	6	0	15	36	0	8	0	982	21034	pa2	pa2	0	304	pa1		pa2	pa7	pac		7	2	2	1	4	2	flppa1	invpa2			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		2	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Heraldic Shield	100	0	1	1	44	116	8	0	9	0	20	48	0	16	0	2816	42480	pa3	pa3	0	304	pa3		pa3	pa8	pad		7	2	4	1	4	2	flppa3	invpa3			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		3	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Aerin Shield	100	0	1	1	69	166	10	0	12	0	22	60	0	20	0	5158	87114	pa4	pa4	0	304	pa3		pa4	pa9	pae		7	2	4	1	4	2	flppa3	invpa4			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		4	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Crown Shield	100	0	1	1	85	200	15	0	16	0	25	72	0	24	0	6935	164150	pa5	pa5	0	304	pa5		pa5	paa	paf		7	2	2	1	4	2	flppa5	invpa5			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		5	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Akaran Targe	100	0	1	1	211	494	18	0	21	0	10	24	0	35	0	32500	164130	pa6	pa6	0	304	pa1		pa1	pa6	pab		7	2	2	1	4	2	flppa1	invakrt			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		1	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			0	0	0	xxx	xxx	1
Akaran Rondache	100	0	1	1	249	570	20	0	27	0	15	36	0	40	0	40941	164132	pa7	pa7	0	304	pa1		pa2	pa7	pac		7	2	2	1	4	2	flppa1	invakrr			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		2	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			0	0	0	xxx	xxx	1
Protector Shield	100	0	1	1	293	656	24	0	34	0	20	48	0	46	0	52947	164134	pa8	pa8	0	304	pa3		pa3	pa8	pad		7	2	4	1	5	2	flppa3	invprtcr			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		3	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Guilded Shield	100	0	1	1	336	742	30	0	42	0	22	60	0	51	0	64807	164136	pa9	pa9	0	304	pa3		pa4	pa9	pae		7	2	4	1	5	2	flppa3	invpa4			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		4	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Royal Shield	100	0	1	1	374	822	36	0	51	0	25	72	0	55	0	75374	164138	paa	paa	0	304	pa5		pa5	paa	paf		7	2	2	1	4	2	flppa5	invpa5			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		5	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
